Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/kl	loss/entropy	loss/rew_loss	loss/cost_loss	loss/optim_A	loss/optim_B	loss/optim_C	loss/optim_Q	loss/optim_R	loss/optim_S	loss/optim_lam	loss/optim_nu	loss/optim_case	loss/step_size	loss/vf0	loss/vf1	loss/vf_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
268400	1.5	220.0	96658.80085283854	-1129.9367706472385	413.1948640246248	1220.0	0.01693757576867938	0.8296582996845245	0.01242841151710905	413.19080352783203	0.01215495727956295	-254981712.0	411.69080352783203	0.018362448317930102	0.002147682651411742	0.0007499359053326771	0.0	5.398072123527527	0.0	0.13295943680000008	27.418548583984375	1.7297583520412445	29.148306846618652	44.0	-747.1100598619197	327.41053953540097	1220.0	776.5208749771118	72.19064569473267	371.7933222746941	379.7199227809906	324.61030650138855	381.0712487428868	1539.0	268400.0
292800	1.5	240.0	104422.324516907	-969.1894621147167	388.1761832034229	1220.0	0.01586784003302455	0.8367583751678467	0.008175286266907111	388.1737060546875	0.014577007619664073	-681472544.0	386.6737060546875	0.015232594450935721	0.00037148697447264567	0.00022176065249368548	0.0	9.534922361373901	0.0	0.16245063680000008	24.59355640411377	1.6438357532024384	26.23739242553711	48.0	-712.7016820108797	338.5453059042807	1220.0	853.9246778488159	78.35742092132568	373.6723293815198	423.35001587867737	352.21724104881287	377.53012054681756	1538.0	292800.0
317200	1.5	260.0	112011.36115188232	-875.4432274642719	379.4518317487658	1220.0	0.010132555617019534	0.6882483959197998	0.01100094006457919	379.44923400878906	0.00799597892910242	-424574188.0	377.94923400878906	0.011804913636296988	0.001189898539450951	0.00038391680936911143	0.0	7.581436514854431	0.0	0.12247367680000006	24.476737022399902	1.18074369430542	25.657480716705322	52.0	-557.810722595939	277.91090886210446	1220.0	917.9296669960022	83.01254320144653	382.11092898364865	461.80083084106445	373.1162929534912	379.91794749445336	1537.0	317200.0
341600	1.5	280.0	118637.6275936449	-737.5696026630088	331.31332208812887	1220.0	0.011388528626412153	0.573811486363411	0.010016035672704704	331.31031799316406	0.005612834705971181	-294650120.0	329.81031799316406	0.009293027920648456	0.0011617743293754756	0.0003733057455974631	0.0	7.350228428840637	0.0	0.16245063680000008	22.824315071105957	0.8862247616052628	23.710540294647217	56.0	-390.5836826800265	180.5704974426848	1220.0	995.4051880836487	91.23124432563782	374.4331259811651	496.70485186576843	407.46909189224243	377.8034109014585	1536.0	341600.0
366000	1.5	300.0	124554.74415570394	-622.1222932976077	295.85582810295216	1220.0	0.009641734417527914	0.5119427368044853	0.009948822628157217	295.8529510498047	0.0021624125074595213	-221073408.0	294.3529510498047	0.006500277202576399	0.0013224660942796618	0.0004058422928210348	0.0	7.114174246788025	0.0	0.13295943680000008	19.679320812225342	0.7433672249317169	20.422688007354736	60.0	-221.91652442914446	73.1274473803199	1220.0	1065.8272850513458	95.63282442092896	382.71378286292884	531.0228040218353	439.17165660858154	377.24395969255386	1535.0	366000.0
390400	1.5	320.0	129168.46716064496	-493.8091672599875	230.6861502470505	1220.0	0.012159006204456091	0.41327469050884247	0.01091841725617293	230.68088150024414	0.0005630389205180109	-44928828.5	229.18088150024414	0.005202580476179719	0.0022002612822689116	0.0012639560300158337	0.0	4.095329821109772	0.0	0.12247367680000006	14.98345160484314	0.6909505277872086	15.674401998519897	64.0	-120.98235853698459	129.19345715590842	1220.0	1128.6390137672424	102.30327153205872	381.6104745757427	563.9745059013367	462.36123633384705	380.38234851860034	1534.0	390400.0
414800	1.5	340.0	131310.5124642168	-372.8699025307993	107.10226517859124	1220.0	0.015201053582131863	0.3777169957756996	0.006014680180652654	107.09750175476074	0.005463419598527253	-8456804.5625	105.59750175476074	0.006799511145800352	0.00129198026843369	0.001953437182237394	0.0	3.7017747163772583	0.0	0.12247367680000006	8.913065195083618	0.9653199017047882	9.878384828567505	68.0	-35.100194836633975	301.4516933979155	1220.0	1191.7575249671936	108.04496932029724	383.91421887522904	598.6645758152008	485.04797983169556	382.75832261848717	1533.0	414800.0
439200	1.5	360.0	132339.83023471548	-315.01404987923297	51.46588852493401	1220.0	0.013464400195516646	0.3679298907518387	0.008240788645706487	51.46334934234619	0.0007841317565180361	-3500357.75	49.96334934234619	0.003124929964542389	0.0006537139415740967	0.0001701109722489491	0.0	4.622055232524872	0.25	0.11408506880000005	5.798625349998474	1.2894094437360764	7.0880348682403564	72.0	0.0	333.04063900525364	1220.0	1247.3962061405182	112.82296442985535	389.28244991564713	626.3032059669495	508.2700357437134	387.1059036592405	1532.0	439200.0
463600	1.5	380.0	133066.9815100948	-277.03378697097935	36.357563768966706	1220.0	0.026346689322963357	0.20531676895916462	0.010479856136056398	36.3556604385376	0.0004805748467333615	-18523646.875	34.8556604385376	0.002702134079299867	0.0004559715271170717	9.667905669630272e-05	0.0	16.755229711532593	0.0	0.11408506880000005	4.2314093708992	1.3674875348806381	5.5988969802856445	76.0	0.0	333.04063900525364	1220.0	1291.3133068084717	117.43543028831482	394.7701293057974	649.6841652393341	524.1937112808228	394.9303494621567	1531.0	463600.0
488000	1.5	400.0	134067.835899723	-221.8439812083572	50.04271948140927	1220.0	0.022419641260057688	0.2048303335905075	-0.007797571233641554	50.039310455322266	0.003611547115724534	-6993975.625	48.539310455322266	0.0053623366402462125	-0.00092479151498992	0.0005543468760151882	0.0	7.270434617996216	0.0	0.13295943680000008	2.778203010559082	1.9317440390586853	4.709947228431702	80.0	0.0	333.04063900525364	1220.0	1336.482270002365	122.0999002456665	399.672726200544	675.4546313285828	538.9277384281158	401.8503662053088	1530.0	488000.0
512400	1.5	420.0	134925.70952706612	-304.8315287298336	42.89368136715622	1220.0	0.0074804447358474135	0.4975240081548691	-0.009812311540037033	42.892043113708496	0.00947285199072212	-62378702.34374999	41.392043113708496	0.011441511800512671	-0.0011237493549742794	0.000726191798776199	0.0	19.9629744887352	0.0	0.38560709120000003	2.949890434741974	0.6070717573165894	3.5569621324539185	84.0	-3.539421843615827	332.91140492971374	1220.0	1384.890534877777	126.19290947914124	406.04500055900206	703.980836391449	554.7167890071869	407.08744472106264	1529.0	512400.0
