Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/kl	loss/entropy	loss/rew_loss	loss/cost_loss	loss/optim_A	loss/optim_B	loss/optim_C	loss/optim_Q	loss/optim_R	loss/optim_S	loss/optim_lam	loss/optim_nu	loss/optim_case	loss/step_size	loss/vf0	loss/vf1	loss/vf_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
8442400	1.5	6920.0	770695.4611135655	-432.97843406999357	149.1158718298976	1220.0	0.08066650573164225	0.6585544124245644	0.031944101254043566	149.10795974731445	-1.1059455573558807e-09	-51166220.0	147.60795974731445	0.008684727130457759	0.0021366309956647456	0.0005274440700304694	0.0	6.677801728248596	0.0	0.10737418240000006	3.7570033073425293	0.32557254284620285	4.082575857639313	1384.0	0.0	333.04063900525364	1220.0	34254.31023597717	1579.9577505588531	534.3434023481834	8917.754071950912	23756.598413467407	258.3800246314786	1204.0	8442400.0
8466800	1.5	6940.0	771427.0279015602	-272.9355285117971	36.578339399732656	1220.0	0.008252553641796112	0.3901188522577286	-0.014528675999675666	36.57820510864258	-9.313225746154787e-10	-787950326.0	35.07820510864258	0.02662411332130432	-0.00012855698150815442	5.495521733678288e-06	0.0	98.62046337127686	0.0	0.10737418240000006	1.2834279239177704	0.2998186871409416	1.5832466185092926	1388.0	0.0	333.04063900525364	1220.0	34346.18936085701	1583.5654804706573	534.6668707051856	8937.890210866928	23824.733669519424	258.42862985918316	1203.0	8466800.0
8491200	1.5	6960.0	772143.5917173	-269.8907105165534	35.82819078699083	1220.0	0.08066641818732023	0.12168337963521482	0.03405861301256008	35.82766628265381	1.6880221664905548e-09	-2319557886.0	34.32766628265381	0.009784423047676682	0.00014951038792787585	3.4000059230265833e-06	0.0	160.1936092376709	0.0	0.10737418240000006	1.2442498207092285	0.28758662194013596	1.5318364202976227	1392.0	0.0	333.04063900525364	1220.0	34436.969374895096	1586.9443385601044	535.0660255484696	8957.930751085281	23892.09428524971	258.48382126369745	1202.0	8491200.0
8515600	1.5	6980.0	773216.9336574787	-214.32314522951373	53.66709700892996	1220.0	0.05083913262933493	0.25590110942721367	-0.04014620965926863	53.66246223449707	5.3551048040390015e-09	-8347049.4375	52.16246223449707	0.02987836883403361	-0.0036689096596091986	0.00045384532495518215	0.0	7.505612134933472	0.0	0.10737418240000006	0.8278399705886841	0.3824395462870598	1.2102795243263245	1396.0	0.0	333.04063900525364	1220.0	34524.80923008919	1590.417127609253	535.4318594896436	8977.949507713318	23956.442594766617	258.56253771141513	1201.0	8515600.0
8540000	1.5	7000.0	774511.8587746443	-344.630186812737	64.7462558582824	1220.0	0.08066644612699747	0.3901188336312771	0.03048055885206935	64.74087715148926	2.2118911147117615e-09	-30034367.5	63.24087715148926	0.00804966501891613	0.0014270987230702303	0.00025432663824176416	0.0	11.326998591423035	0.0	0.10737418240000006	2.0522188544273376	0.31700044125318527	2.3692193031311035	1400.0	0.0	333.04063900525364	1220.0	34619.132571935654	1593.8014764785767	535.8258306341073	8997.923483848572	24027.407611608505	258.5893832620728	1200.0	8540000.0
8564400	1.5	7020.0	775581.6830381396	-215.98334718741444	53.4912131747656	1220.0	0.05083913262933493	0.25590110942721367	-0.03580478642227458	53.48959159851074	6.51925802230835e-09	-178798733.0	51.98959159851074	0.021873316960409284	-0.0007606047074659728	3.428683260153775e-05	0.0	32.16957950592041	0.0	0.10737418240000006	0.7740042954683304	0.3696371614933014	1.1436414420604706	1404.0	0.0	333.04063900525364	1220.0	34707.15585398674	1597.2241151332855	536.2052775721656	9017.903402090073	24092.028336763382	258.66558915160635	1199.0	8564400.0
8588800	1.5	7040.0	777054.6223508612	-354.5215659057475	73.64696563608183	1220.0	0.08066644612699747	0.3901188336312771	0.030675835801502238	73.64094352722168	1.57160684466362e-09	-19427910.5	72.14094352722168	0.008100194681901485	0.0015178027970250696	0.0002926637571363244	0.0	8.541654229164124	0.0	0.10737418240000006	2.2879399061203003	0.29798150807619095	2.5859214663505554	1408.0	0.0	333.04063900525364	1220.0	34803.29457592964	1600.5783751010895	536.6060252724299	9037.992927074432	24164.72327375412	258.67763191571873	1198.0	8588800.0
8613200	1.5	7060.0	778128.474238868	-215.71533728756845	53.692594400340525	1220.0	0.05083913262933493	0.25590110942721367	-0.04069466513505304	53.688857078552246	-3.026798367500305e-09	-21425626.03125	52.188857078552246	0.037959412671625614	-0.004547676668153144	0.0005791344137833221	0.0	10.561838030815125	0.0	0.10737418240000006	0.8060496002435684	0.3579082190990448	1.1639578342437744	1412.0	0.0	333.04063900525364	1220.0	34892.763289928436	1603.9487643241882	536.9996967221772	9057.973535060883	24230.840990543365	258.74156598082266	1197.0	8613200.0
8637600	1.5	7080.0	779397.9486271129	-341.43019091168975	63.47371941224357	1220.0	0.08066644612699747	0.3901188336312771	0.029214828204913168	63.46678447723389	1.862645149230957e-09	-12522342.75	61.96678447723389	0.007329824264161289	0.001695416882284917	0.00039364743133774027	0.0	7.820077538490295	0.0	0.10737418240000006	2.061333656311035	0.29461125284433365	2.355944871902466	1416.0	0.0	333.04063900525364	1220.0	34989.938502788544	1607.4290432929993	537.3549791227427	9078.12754893303	24304.381910562515	258.74627581489574	1196.0	8637600.0
8662000	1.5	7100.0	780433.8799006552	-219.10927398036438	51.796563677119046	1220.0	0.05083913262933493	0.25590110942721367	-0.04238531319760397	51.79508399963379	-3.725290298461914e-09	-200020744.875	50.29508399963379	0.04050036543048918	-0.0027862274073413573	0.0002463305122546444	0.0	31.70563519001007	0.0	0.10737418240000006	0.8188650161027908	0.3430400863289833	1.1619050800800323	1420.0	0.0	333.04063900525364	1220.0	35081.875406742096	1610.959501028061	537.6919776364458	9099.395468711853	24371.520437002182	258.7918425776109	1195.0	8662000.0
8686400	1.5	7120.0	781648.387745437	-337.68205427758187	60.72539223908889	1220.0	0.08066644612699747	0.3901188336312771	0.032722502926700425	60.71866035461426	1.979060471057892e-09	-11930465.375	59.21866035461426	0.009075629583094269	0.001873419139883481	0.0003868057974614203	0.0	7.981205224990845	0.0	0.10737418240000006	1.9727654457092285	0.3035554960370064	2.276320993900299	1424.0	0.0	333.04063900525364	1220.0	35178.412404060364	1614.4357180595398	538.0455785777931	9119.553958892822	24444.422727108	258.8012761796192	1194.0	8686400.0
8710800	1.5	7140.0	782737.6615098957	-214.9171447037093	54.46368822293412	1220.0	0.05083912517875433	0.2559010945260525	-0.0362942771992234	54.4629020690918	2.3283064365386963e-09	-8731413694.0	52.9629020690918	0.02694611414335668	0.00010797659433592344	2.599243074641322e-05	0.0	136.7529444694519	0.0	0.10737418240000006	0.774836927652359	0.3525279313325882	1.127364844083786	1428.0	0.0	333.04063900525364	1220.0	35267.932734012604	1617.904330253601	538.400190735296	9139.505552768707	24510.522850990295	258.86456604080985	1193.0	8710800.0
8735200	1.5	7160.0	783481.5005656766	-274.37667050305004	37.19195278904777	1220.0	0.08066641818732023	0.12168337963521482	0.03383451665705833	37.189053535461426	-2.2118911147117615e-09	-18293779.75	35.689053535461426	0.009630136424675584	0.0007885367667768151	7.065347926982213e-05	0.0	16.914174556732178	0.0	0.10737418240000006	1.1956608295440674	0.30359987169504166	1.499260663986206	1432.0	0.0	333.04063900525364	1220.0	35361.03147602081	1621.3662071228027	538.7555236827749	9159.39845585823	24580.26681303978	258.9000196173347	1192.0	8735200.0
8759600	1.5	7180.0	785239.4020244526	-172.7380252746619	87.89507293879966	1220.0	0.031592126935720444	-0.3480787128210068	0.01798790918144011	87.89470100402832	-1.746229827404022e-10	-8229886616.0	86.39470100402832	0.0066070089233107865	0.00014113116321823327	7.1573847151285e-06	0.0	130.71502304077148	0.0	0.10737418240000006	0.5779233276844025	0.506229430437088	1.0841527432203293	1436.0	0.0	333.04063900525364	1220.0	35450.94386982918	1624.754361152649	539.1338044346396	9179.458098173141	24646.731410503387	258.95911207359416	1191.0	8759600.0
8784000	1.5	7200.0	787684.4906699387	-139.86524944625575	122.25443227430992	1220.0	0.08066635997965932	-0.6836229488253593	0.024780504613748366	122.25102996826172	1.3969838619232178e-09	-153810764.0	120.75102996826172	0.005147289135493338	0.0006741051620338112	9.606002458895091e-05	0.0	14.499325037002563	0.0	0.10737418240000006	0.4502386748790741	0.6038545668125153	1.0540932416915894	1440.0	0.0	333.04063900525364	1220.0	35538.348350048065	1628.1832311153412	539.4970192625536	9199.729167461395	24710.43595147133	259.03737033399807	1190.0	8784000.0
8808400	1.5	7220.0	791362.1663711566	-97.68309696611979	183.88378506089194	1220.0	0.02343324525281787	-0.8849493712186813	-0.01077477401214022	183.88255310058594	1.1641532182693481e-09	-1489217552.0	182.38255310058594	0.004146974184550345	-0.00028760061468346976	4.4369081251716125e-05	0.0	26.661397457122803	0.0	0.10737418240000006	0.33138540759682655	0.8324352502822876	1.1638206541538239	1444.0	0.0	333.04063900525364	1220.0	35621.72637104988	1631.5895969867706	539.8661536128574	9219.809426546097	24770.327347517014	259.1457650950506	1189.0	8808400.0
8832800	1.5	7240.0	794396.2451482225	-117.0136799681862	151.70393885329617	1220.0	0.01931680075449549	-0.6484953612089157	-0.014308592704206811	151.70384216308594	-1.862645149230957e-09	-11078795592.0	150.20384216308594	0.011447742581367493	0.00018901785551861397	4.723635707648555e-05	0.0	67.80111241340637	0.0	0.14606663680000007	0.298667348921299	0.6397353112697601	0.9384026378393173	1448.0	0.0	333.04063900525364	1220.0	35705.51534795761	1635.0007500648499	540.232168067792	9239.93069934845	24830.58389854431	259.25056032309834	1188.0	8832800.0
8857200	1.5	7260.0	797131.9197376287	-127.33246169700631	136.783729470303	1220.0	0.009871718560134468	-0.6773406714200974	0.007844058725329395	136.78363800048828	2.246815711259842e-08	-137405960060800.0	135.28363800048828	0.005838101147674024	8.864364788507828e-05	2.2319477441211377e-06	0.0	738.1939640045166	0.0	0.10737418240000006	0.31334299594163895	0.6091705709695816	0.92251355946064	1452.0	0.0	333.04063900525364	1220.0	35790.348604917526	1638.5056200027466	540.5657381867969	9260.1525452137	24891.69043970108	259.3476435199212	1187.0	8857200.0
8881600	1.5	7280.0	799780.4587440256	-130.3465227276964	132.42695031984562	1220.0	0.05083915311843157	-0.40893107280135155	-0.03442108411311373	132.42591094970703	0.0	-2551189480.0	130.92591094970703	0.023639396764338017	-0.000293771896394901	1.5974685027231317e-05	0.0	49.545517444610596	0.0	0.10737418240000006	0.3131079822778702	0.6014077216386795	0.9145157039165497	1456.0	0.0	333.04063900525364	1220.0	35875.832974910736	1641.8886029720306	540.93803830072	9280.253922224045	24953.69044971466	259.43840719914755	1186.0	8881600.0
8906000	1.5	7300.0	801878.6502014498	-155.58056382027934	104.90957287120825	1220.0	0.05083912517875433	-0.14049562346190214	-0.03671424663274503	104.90716552734375	-1.6298145055770874e-09	-230514503.75	103.40716552734375	0.023722567595541477	-0.0026450666700839065	0.0004020511041744612	0.0	17.100678861141205	0.0	0.10737418240000006	0.4232149124145508	0.6007769405841827	1.0239918529987335	1460.0	0.0	333.04063900525364	1220.0	35960.79873299599	1645.2936518192291	541.3015476083849	9300.073001146317	25015.43208003044	259.53282572796076	1185.0	8906000.0
8930400	1.5	7320.0	802686.6850752159	-247.58637106359888	40.40174368830628	1220.0	0.05083911772817373	0.3963753655552864	-0.03801149746891652	40.39247703552246	-4.190951585769653e-09	-1960511.9296875	38.89247703552246	0.026102469069883227	-0.008449508459307253	0.003103017559624277	0.0	4.293210983276367	0.0	0.10737418240000006	1.0268973410129547	0.4830268621444702	1.5099242329597473	1464.0	0.0	333.04063900525364	1220.0	36050.66311812401	1648.7403438091278	541.6498743136148	9319.957755327225	25081.965018987656	259.59014147510396	1184.0	8930400.0
8954800	1.5	7340.0	804836.5475358997	-395.20333317993897	107.49312303419087	1220.0	0.08066641818732023	0.5305930599570274	0.02979426963010523	107.48566436767578	-1.7462298274040222e-09	-29302815.25	105.98566436767578	0.007583236845675856	0.0018601974297780544	0.00045931451677461155	0.0	7.059391021728516	0.0	0.10737418240000006	3.137121796607971	0.30635790526866913	3.4434796571731567	1468.0	0.0	333.04063900525364	1220.0	36145.84891605377	1652.1926579475403	541.994903374297	9340.207250356674	25153.449007749557	259.6071559649628	1183.0	8954800.0
8979200	1.5	7360.0	805698.5764334102	-238.156773148852	43.101444875522944	1220.0	0.008252553641796112	0.2621576189994812	-0.012914644147528964	43.10144233703613	2.7939677238464355e-09	-1545611440.0	41.60144233703613	0.020491064060479403	4.865965456701815e-05	1.2756500069599497e-06	0.0	130.90154266357422	0.0	0.10737418240000006	0.9390078634023666	0.3779316544532776	1.3169395327568054	1472.0	0.0	333.04063900525364	1220.0	36233.323482751846	1655.722779750824	542.3130073351599	9360.219666481018	25217.381036520004	259.6825637824167	1182.0	8979200.0
9003600	1.5	7380.0	806514.5601934951	-245.67478646028303	40.79918800424782	1220.0	0.05083911772817373	0.3963753655552864	-0.04248408197562714	40.79802322387695	4.656612873077392e-09	-68021541.0	39.29802322387695	0.038776920177042484	-0.0010898906039074063	3.073779089390882e-05	0.0	28.732999324798584	0.0	0.10737418240000006	0.9872109591960907	0.34812193363904953	1.3353328704833984	1476.0	0.0	333.04063900525364	1220.0	36320.27415084839	1659.094019651413	542.6817222746495	9380.474798440933	25280.705332756042	259.76034185565027	1181.0	9003600.0
9028000	1.5	7400.0	808591.0663109951	-390.7423962021929	103.82530587499905	1220.0	0.08066641818732023	0.5305930599570274	0.029293902289794116	103.8184814453125	1.7462298274040225e-10	-42027581.25	102.3184814453125	0.007425859745126218	0.001726677583064884	0.0004017890005343361	0.0	8.455692052841187	0.0	0.10737418240000006	2.926863729953766	0.33009061962366104	3.256954312324524	1480.0	0.0	333.04063900525364	1220.0	36415.338274002075	1662.5136227607727	543.0331442943661	9401.574947834015	25351.249703407288	259.77744516020334	1180.0	9028000.0
9052400	1.5	7420.0	809428.1071895923	-242.47174880982448	41.8520439298607	1220.0	0.08066644612699747	-0.006277891807258129	0.03151689443554062	41.850555419921875	2.2118911147117615e-09	-97702652.0	40.350555419921875	0.008440550183877349	0.000385092556825839	1.804385283321608e-05	0.0	34.26668119430542	0.0	0.10737418240000006	0.9998876452445984	0.3213889002799988	1.3212765455245972	1484.0	0.0	333.04063900525364	1220.0	36503.30568599701	1666.0422258377075	543.3475730453553	9421.53613781929	25415.72732234001	259.84819417152363	1179.0	9052400.0
9076800	1.5	7440.0	811529.7607771998	-155.07819654408337	105.08267938037079	1220.0	0.05083912517875433	-0.14049562346190214	-0.03191016052406831	105.08158683776855	4.773028194904327e-09	-878431960.0	103.58158683776855	0.02711180306505412	-0.0005396040578489192	1.5903062489996955e-05	0.0	38.93618059158325	0.0	0.10737418240000006	0.5906670689582825	0.5747261494398117	1.1653932482004166	1488.0	0.0	333.04063900525364	1220.0	36590.64442014694	1669.4531528949738	543.6989941442836	9443.017403125763	25478.173864126205	259.92240443732936	1178.0	9076800.0
