Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/alpha_loss	loss/alpha_value	loss/actor_rew	loss/actor_total	loss/q0	loss/q1	loss/q_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
677100	1.5	555.0	152509.71363877252	0.0	333.04063900525495	1220.0	0.030539243658561175	31.74475331414	-403270.9489241803	-23.921652149763244	100.92401399456084	13431.654661885246	-11905.397467341183	163926.94644595287	189747.44056096303	353674.3879674697	67710.0	0.0	333.04063900525364	1220.0	2105.3868527412415	446.82606506347656	606.1418998945915	652.4388387203217	1006.1219489574432	408.24551323683596	1439.0	677100.0
683200	1.5	560.0	154174.91683379878	0.0	333.04063900525495	1220.0	0.03038541747715478	31.910523633642626	-490622.31352459005	-25.04879823590891	121.5385980449739	16277.325296170591	-14413.170663101953	234774.18698770492	271184.982735656	505959.1691982579	68320.0	0.0	333.04063900525364	1220.0	2123.8846096992493	450.65823912620544	606.4018723586872	658.0793776512146	1015.1469929218292	408.31295275726427	1438.0	683200.0
689300	1.5	565.0	155840.12002882504	0.0	333.04063900525495	1220.0	0.0302331331743685	32.07629395314525	-597514.1093237696	-26.21238082823207	146.30112880018896	19713.228598872924	-17468.731248399068	337839.9099129097	392251.35275358596	730091.2633965166	68930.0	0.0	333.04063900525364	1220.0	2142.623167991638	454.79614424705505	606.2496428074882	663.6805646419525	1024.1464591026306	408.3949304655232	1437.0	689300.0
695400	1.5	570.0	157505.3232238513	0.0	333.04063900525495	1220.0	0.030082367683249338	32.24206427264788	-729125.1659836067	-27.392937491370024	176.0924357680025	23901.975755635267	-21214.783123078905	517248.2622438526	608159.387602459	1125407.6545338107	69540.0	0.0	333.04063900525364	1220.0	2161.4551618099213	458.71602034568787	606.3882394828481	669.3964319229126	1033.3427095413208	408.40078381119844	1436.0	695400.0
701500	1.5	575.0	159171.39033896153	-0.06525168115364026	333.213423022048	1220.0	0.029909817187382805	32.433838586677865	-888351.9313524589	-28.539951365111282	211.909238121158	28924.494697745897	-25705.31779905223	723567.2777151638	860585.4217213119	1584152.6968237709	70150.0	0.0	333.04063900525364	1220.0	2179.992842912674	462.56756925582886	606.6140790013116	675.0292098522186	1042.3960638046265	408.46027525047657	1435.0	701500.0
707600	1.5	580.0	160836.5935339878	0.0	333.04063900525495	1220.0	0.029785226502363784	32.57369130366153	-1078143.818032788	-29.65697775356104	254.93003134805667	34913.66098232581	-31072.847051101435	1202435.9903944663	1466898.4514088118	2669334.4428790966	70760.0	0.0	333.04063900525364	1220.0	2198.5276968479156	466.4407322406769	606.808068927298	680.6499049663544	1051.4370596408844	408.52452241648996	1434.0	707600.0
713700	1.5	585.0	162501.79672901405	0.0	333.04063900525495	1220.0	0.02963888431798331	32.73946162316416	-1309413.8920081966	-30.82101891314395	306.6110467629352	42126.38319672133	-37560.98822361679	1629331.8827356533	1990896.2971311484	3620228.1776639344	71370.0	0.0	333.04063900525364	1220.0	2217.061245918274	470.37931537628174	606.9144425953959	686.2379231452942	1060.444007396698	408.60329950201077	1433.0	713700.0
719800	1.5	590.0	164166.9999240403	0.0	333.04063900525495	1220.0	0.029493973133438055	32.90523194266679	-1592599.2993852457	-31.98719791662497	368.7856191666398	50848.827843237676	-45472.346279457015	2296887.2013831944	2794959.8224897534	5091847.016188527	71980.0	-0.06325141784012854	333.04063900525364	1220.0	2235.87207198143	474.2893011569977	607.0556499959793	691.9607973098755	1069.6219735145569	408.6098092700628	1432.0	719800.0
725900	1.5	595.0	165832.8083890941	-0.019703802716747976	333.1616930107576	1220.0	0.029334786008366046	33.08922088999756	-1933819.422950819	-33.108719675658165	443.4900677290113	61291.70484759221	-54930.19883452872	3753662.876024593	4579086.689446726	8332749.555327868	72590.0	0.0	333.04063900525364	1220.0	2254.5173859596252	478.2368321418762	607.1468788791665	697.6161103248596	1078.6644434928894	408.66292120342564	1431.0	725900.0
732000	1.5	600.0	167498.5272709165	-0.027647462853886758	333.1437763644765	1220.0	0.029203866208637488	33.24204154531549	-2341277.905737707	-34.20808159875084	533.2393345567041	73917.8045081968	-66215.6797195185	5543298.883606553	6811362.806967211	12354661.696516406	73200.0	0.0	333.04063900525364	1220.0	2273.08585190773	482.09165930747986	607.3533825924399	703.2258841991425	1087.7683084011078	408.7115430213918	1430.0	732000.0
738100	1.5	605.0	169163.73046594276	0.0	333.04063900525495	1220.0	0.029067524006253533	33.40265499685704	-2826952.620081966	-35.31592272774113	640.9731113121156	88842.34325051232	-79590.08557889335	7985865.238114749	9773669.808401644	17759535.07622955	73810.0	0.0	333.04063900525364	1220.0	2291.8300597667694	486.0668022632599	607.40622199517	708.8249139785767	1096.9383435249329	408.7468259933656	1429.0	738100.0
744200	1.5	610.0	170829.4479909283	-0.023147794137414832	333.14350499711094	1220.0	0.02891518330113108	33.58390664813399	-3417677.623360656	-36.4232833424553	770.3456877161246	106936.79033043039	-95730.67889344266	11811462.769057367	14396860.712499999	26208323.4807377	74420.0	-0.04996956641373827	333.04063900525364	1220.0	2310.465893983841	489.97571206092834	607.5403181678189	714.4920308589935	1105.998151063919	408.7909989242187	1428.0	744200.0
750300	1.5	615.0	172494.94525119758	-0.052191764447735246	333.09945205385526	1220.0	0.028787567994309617	33.737217127812535	-4132671.8352459017	-37.522132873535185	925.8746280857775	128814.21789190575	-115261.3242827869	16820466.566393442	20376935.073360667	37197401.75163937	75030.0	0.0	333.04063900525364	1220.0	2329.1645078659058	493.86051201820374	607.7019577320195	720.0715420246124	1115.2324538230896	408.8151073051234	1427.0	750300.0
756400	1.5	620.0	174160.14844622384	0.0	333.04063900525495	1220.0	0.02865325670986084	33.90004679488514	-4993399.291803278	-38.58554095909244	1112.5854038926427	155050.11711065576	-138634.4606685451	27537948.26065575	33486543.567213126	61024491.80163933	75640.0	0.0	333.04063900525364	1220.0	2347.796870946884	497.71873593330383	607.8935313388407	725.6947300434113	1124.383404970169	408.84759712834926	1426.0	756400.0
762500	1.5	625.0	175825.3516412501	0.0	333.04063900525495	1220.0	0.02851780116054083	34.06581711438777	-6035668.131147542	-39.681978056860764	1336.7139928598863	186564.97989241802	-166803.56157786868	37100003.355737716	45416172.95901637	82516176.1393442	76250.0	0.0	333.04063900525364	1220.0	2366.653661966324	501.63673210144043	608.0097020054808	731.3048708438873	1133.712059020996	408.84347363819455	1425.0	762500.0
768600	1.5	630.0	177490.55483627637	0.0	333.04063900525495	1220.0	0.02838362029177453	34.2315874338904	-7298752.1237705	-40.81002501816046	1606.2791381835955	224613.02459016387	-200789.67656249992	59033098.52950825	72047166.8065575	131080265.00983614	76860.0	0.0	333.04063900525364	1220.0	2385.1670129299164	505.4583520889282	608.2400235932995	736.9161548614502	1142.792505979538	408.8931524399774	1424.0	768600.0
774700	1.5	635.0	179155.75803130263	0.0	333.04063900525495	1220.0	0.02825069619508944	34.397357753393024	-8824858.083606577	-41.892135551327605	1930.1002275310573	270488.6195184427	-241666.89226434444	83781862.56065573	102527103.9393443	186308966.60655728	77470.0	0.0	333.04063900525364	1220.0	2403.6795268058777	509.31697034835815	608.4226877185164	742.5272488594055	1151.835307598114	408.9502283283609	1423.0	774700.0
780800	1.5	640.0	180820.9612263289	0.0	333.04063900525495	1220.0	0.02811901129591993	34.56312807289565	-10671452.259016406	-43.00568308595748	2318.9806400486705	325519.6910348358	-290917.3903688521	122906388.36065571	150457545.43278673	273363933.79672176	78080.0	0.0	333.04063900525364	1220.0	2422.1606748104095	513.1535003185272	608.6288017252833	748.1702690124512	1160.8369054794312	409.0084157005981	1422.0	780800.0
786900	1.5	645.0	182486.16442135515	0.0	333.04063900525495	1220.0	0.02798854834586115	34.72889839239828	-12879793.593442619	-44.113452873855294	2786.3620921650854	391049.7894467211	-349541.79897540965	176209212.39016387	215301195.59344265	391510407.2262296	78690.0	0.0	333.04063900525364	1220.0	2441.092432975769	517.0235092639923	608.7924327620535	753.8565399646759	1170.2123837471008	408.97703315220565	1421.0	786900.0
793000	1.5	650.0	184151.3676163814	0.0	333.04063900525495	1220.0	0.02785929041513759	34.894668711900906	-15585920.844262313	-45.213770494304725	3347.864697265627	471161.0131147541	-421086.49298155727	277913473.5213114	342332709.99344265	620246182.7934426	79300.0	0.0	333.04063900525364	1220.0	2459.84853887558	520.9438061714172	608.8948486233176	759.4894261360168	1179.4153065681458	408.9937925387465	1420.0	793000.0
799100	1.5	655.0	185816.57081140767	0.0	333.04063900525495	1220.0	0.027731220885279347	35.060439031403526	-18815476.92786885	-46.28846575002196	4022.0685991130904	566389.685604508	-506069.4738217213	388933972.39344275	476024720.852459	864958695.7114751	79910.0	0.0	333.04063900525364	1220.0	2478.626893758774	524.8210651874542	609.0456751880412	765.0900373458862	1188.7157912254333	408.99663022518746	1419.0	799100.0
805200	1.5	660.0	187481.77400643393	0.0	333.04063900525495	1220.0	0.027604323441999493	35.22620935090615	-22706618.39016393	-47.380619280455555	4831.756024269983	680428.5786885241	-608018.0544057376	595287664.9311466	737450979.8557376	1332738644.4327865	80520.0	0.0	333.04063900525364	1220.0	2497.333568096161	528.7864322662354	609.0927836776227	770.6973233222961	1197.8498125076294	409.0326237784158	1418.0	805200.0
811300	1.5	665.0	189146.9772014602	0.0	333.04063900525495	1220.0	0.027478582068266123	35.39197967040878	-27410323.993442614	-48.44430058588746	5804.085303534837	817981.9499999996	-730719.8315573771	891898537.6786886	1110574287.0032785	2002472823.868855	81130.0	0.0	333.04063900525364	1220.0	2516.123486995697	532.6719172000885	609.2305404531022	776.4557704925537	1206.9957993030548	409.0344389319287	1417.0	811300.0
817400	1.5	670.0	190812.18039648645	0.0	333.04063900525495	1220.0	0.02735398103756285	35.5577499899114	-33122171.81311473	-49.54253046004502	6971.836550653186	984308.6061475402	-879098.5144467216	1207546519.0295074	1508473404.2491808	2716019924.87869	81740.0	0.0	333.04063900525364	1220.0	2534.7166628837585	536.5020451545715	609.4291773031351	782.0468134880066	1216.1678042411804	409.065168850036	1416.0	817400.0
823500	1.5	675.0	192477.3835915127	0.0	333.04063900525495	1220.0	0.02723050490733186	35.72352030941403	-39921242.34098364	-50.61029885088812	8374.881626216706	1181924.5264344255	-1054891.1850409836	1882216804.1442618	2353601230.8459005	4235818046.0065603	82350.0	-0.06024025961540318	333.04063900525364	1220.0	2553.2055718898773	540.3145041465759	609.6449335934183	787.646894454956	1225.2441732883453	409.1130479918344	1415.0	823500.0
829600	1.5	680.0	194142.58678653897	0.0	333.04063900525495	1220.0	0.02710813851259377	35.889290628916655	-48003436.13770485	-51.626637136740705	10058.625353803789	1416347.9061475412	-1262889.2385245888	2843601444.4065547	3555999991.396723	6399601434.649178	82960.0	0.0	333.04063900525364	1220.0	2572.092951774597	544.380133152008	609.5740453984198	793.2264175415039	1234.4864010810852	409.1309145855977	1414.0	829600.0
835700	1.5	685.0	195807.78998156523	0.0	333.04063900525495	1220.0	0.026986866959738696	36.05506094841928	-57817964.24262296	-52.69421324182733	12080.151666559943	1700892.9852459005	-1514423.950819671	4368833506.098361	5494539195.593442	9863372683.33115	83570.0	0.0	333.04063900525364	1220.0	2590.6520318984985	548.2000830173492	609.7773611417363	798.8660595417023	1243.585889339447	409.165072626455	1413.0	835700.0
841800	1.5	690.0	197472.9931765915	0.0	333.04063900525495	1220.0	0.0268666756204833	36.22083126792191	-69606020.58360639	-53.69682377049183	14507.140496926242	2041602.884631146	-1815231.3397540993	6131790823.868855	7772798893.954095	13904589727.475414	84180.0	0.0	333.04063900525364	1220.0	2609.2416529655457	552.1264078617096	609.8603421344371	804.4595415592194	1252.6557035446167	409.2138260136752	1412.0	841800.0
847900	1.5	695.0	199138.19637161776	0.0	333.04063900525495	1220.0	0.026747550125988527	36.386601587424536	-83622585.88852465	-54.70622851262319	17419.84623943392	2446352.0364754107	-2171265.4362704884	9637761893.980322	12231678300.327875	21869440154.859005	84790.0	0.0	333.04063900525364	1220.0	2627.9472048282623	556.049723148346	609.9454525032055	810.1447675228119	1261.7527141571045	409.23839499651	1411.0	847900.0
854000	1.5	700.0	200803.39956664402	-0.020755194717037493	333.04063900525495	1220.0	0.026629476361133216	36.55237190692716	-100469259.55409841	-55.6912029891717	20916.07127945698	2933601.2745901616	-2597323.4627049193	12992554549.718035	16555113900.06557	29547668401.10163	85400.0	0.0	333.04063900525364	1220.0	2647.3682658672333	559.9343349933624	610.0715363419345	815.7685146331787	1271.6654162406921	409.11474484008534	1410.0	854000.0
860100	1.5	705.0	202469.09347504686	-0.024989176779624818	333.13878168056675	1220.0	0.026502062217550467	36.732912699064215	-121117420.70819676	-56.7825684156574	25115.06517674179	3527325.5053278725	-3116379.952049177	18512379349.613117	23513893395.724583	42026272872.91803	86010.0	0.0	333.04063900525364	1220.0	2666.004566669464	563.7810080051422	610.2369450459779	821.4527838230133	1280.7707748413086	409.13821770053653	1409.0	860100.0
866200	1.5	710.0	204134.29667007312	0.0	333.04063900525495	1220.0	0.02639639460367662	36.883961617270074	-145603057.44262296	-57.75326538711298	30158.732719646538	4229340.733606554	-3731756.296721309	31519940092.64264	39667319676.22293	71187259672.34103	86620.0	0.0	333.04063900525364	1220.0	2684.5609748363495	567.6345200538635	610.3927575918428	827.074592590332	1289.851862192154	409.17812616641044	1408.0	866200.0
872300	1.5	715.0	205799.49986509938	0.0	333.04063900525495	1220.0	0.02628139408870742	37.0497319367727	-174756209.6524589	-58.706570884829674	36208.26625256145	5063380.957377052	-4459764.098360658	42243487407.422966	53849588688.996735	96093076135.86887	87230.0	0.0	333.04063900525364	1220.0	2703.19833779335	571.5242619514465	610.5077653372523	832.70494556427	1298.9691302776337	409.2088982484274	1407.0	872300.0
878400	1.5	720.0	207464.70306012564	0.0	333.04063900525495	1220.0	0.026167391266872366	37.21550225627532	-209980831.65901628	-59.70087475385819	43469.40116547131	6073201.178688529	-5335730.677049181	62925584432.68199	79865596328.70825	142791180794.96405	87840.0	0.0	333.04063900525364	1220.0	2722.134135723114	575.424113035202	610.6104906634409	838.5523545742035	1308.1576681137085	409.1842823280569	1406.0	878400.0
884500	1.5	725.0	209130.43524796463	-0.02023859892307609	333.1464375677962	1220.0	0.02604356889203094	37.39719525944041	-251222433.49508205	-60.59438604761343	52182.81514472339	7259692.688524593	-6353660.652459017	97871640475.27878	123804340072.91814	221675980531.40967	88450.0	0.0	333.04063900525364	1220.0	2740.740187883377	579.2679541110992	610.7708833003109	844.2190818786621	1317.2531518936157	409.21182617106274	1405.0	884500.0
890600	1.5	730.0	210795.6384429909	0.0	333.04063900525495	1220.0	0.02594229161464035	37.54709579456185	-299949962.54426223	-61.46445681462523	62629.73787141396	8683216.187704911	-7556127.000000006	149127462975.79044	186274995465.23288	335402458451.0951	89060.0	0.0	333.04063900525364	1220.0	2759.6575498580933	583.1269352436066	610.9132994365584	850.0731329917908	1326.457481622696	409.1833094466928	1404.0	890600.0
896700	1.5	735.0	212461.29375303444	-0.025205740168566904	333.13106200870715	1220.0	0.02582212829290522	37.72647477608404	-357358148.40655744	-62.3325291993188	75161.71759733613	10375981.239344269	-8959818.301639346	216698698198.03296	269305933857.574	486004632270.4789	89670.0	0.0	333.04063900525364	1220.0	2778.532096862793	587.1409201622009	610.892526279573	855.6602008342743	1335.7309758663177	409.19211938696026	1403.0	896700.0
902800	1.5	740.0	214127.00948283146	-0.019453577489151275	333.14314595940493	1220.0	0.02571681332641203	37.885066641323185	-425687735.9213116	-63.2094538516686	90197.03367059429	12424701.919672126	-10627808.277049176	313215454735.10767	384512322630.5051	697727775592.9191	90280.0	0.0	333.04063900525364	1220.0	2797.186670780182	590.988819360733	611.0437087297523	861.3282608985901	1344.8695905208588	409.2108055581444	1402.0	902800.0
908900	1.5	745.0	215792.21267785772	0.0	333.04063900525495	1220.0	0.02561179980739887	38.04450321804853	-504763283.04262286	-63.93026316908537	108221.03292776641	14840952.742622962	-12547792.372131145	495130991726.79315	589772655511.921	1084903646580.6677	90890.0	0.0	333.04063900525364	1220.0	2815.7378239631653	594.8396353721619	611.189938230223	866.939285993576	1353.9589025974274	409.2488366504681	1401.0	908900.0
915000	1.5	750.0	217457.96896153406	-0.023013422015867643	333.1512567352694	1220.0	0.025492696383251127	38.22692150591833	-595620858.1245903	-64.67333996882202	129818.53700051233	17667490.9672131	-14733589.550819673	704138035696.8915	828404964919.3961	1532542998991.3174	91500.0	0.0	333.04063900525364	1220.0	2834.255893945694	598.6970236301422	611.3275756421737	872.5273852348328	1363.031485080719	409.2936277141504	1400.0	915000.0
921100	1.5	755.0	219123.17215656032	0.0	333.04063900525495	1220.0	0.025396116455982783	38.37609916591879	-700437037.0098361	-65.37364267443049	155700.62712602463	21041266.86557377	-17254013.86885244	1012145194437.2458	1172289882481.3125	2184435074689.2573	92110.0	0.0	333.04063900525364	1220.0	2853.1856830120087	602.643860578537	611.3726930633596	878.1477982997894	1372.3940241336823	409.27921926108917	1399.0	921100.0
927200	1.5	760.0	220788.37535158658	0.0	333.04063900525495	1220.0	0.025289648997720942	38.541869485421415	-821909537.1540984	-65.92106206299844	186707.49018954934	25033945.511475425	-20152704.15081969	1491848527066.23	1702200486230.4539	3194049018131.306	92720.0	0.0	333.04063900525364	1220.0	2871.7306549549103	606.5180933475494	611.4904140006864	883.7432773113251	1381.4692842960358	409.3214101470781	1398.0	927200.0
933300	1.5	765.0	222454.1629207992	-0.021041041776372015	333.15751384251973	1220.0	0.025172919411509887	38.725229467932394	-960147868.5377053	-66.50509757370251	223827.61654713092	29734157.95409838	-23421229.00983608	2162312344639.7903	2431011358928.1567	4593323702708.454	93330.0	0.0	333.04063900525364	1220.0	2890.241145849228	610.354344367981	611.6447002381396	889.3386752605438	1390.5481262207031	409.3624294827415	1397.0	933300.0
939400	1.5	770.0	224119.86825109783	-0.02338789245606842	333.1410660597263	1220.0	0.025076143629828063	38.878540128096105	-1115079247.4229515	-66.94942885852251	268272.86483094253	35229332.07868846	-27078471.32459017	3122426745248.3164	3488851551738.9614	6611278281301.612	93940.0	0.0	333.04063900525364	1220.0	2908.889524936676	614.2600467205048	611.7278862692742	894.9173405170441	1399.7121376991272	409.3907138028589	1396.0	939400.0
945500	1.5	775.0	225785.0714461241	0.0	333.04063900525495	1220.0	0.02497546841130092	39.03928909487516	-1285627903.3704927	-67.3414623448106	321454.90394467156	41658803.134426236	-31068712.12131146	4778612517636.199	5271392090870.77	10050004600449.258	94550.0	0.0	333.04063900525364	1220.0	2927.8177609443665	618.1606569290161	611.8150609566034	900.591769695282	1409.0653343200684	409.36812583835217	1395.0	945500.0
951600	1.5	780.0	227450.27464115035	0.0	333.04063900525495	1220.0	0.024872491536286317	39.205059414377786	-1473593285.8754077	-67.7275877530458	385113.08027663943	49212204.73442627	-35427905.81311474	6592741964964.506	7641040681718.765	14233782641311.48	95160.0	0.0	333.04063900525364	1220.0	2946.464033126831	622.016019821167	611.9456539229265	906.2064797878265	1418.2415335178375	409.38751675788285	1394.0	951600.0
957700	1.5	785.0	229116.70336587293	-0.04044193965568428	333.285744944516	1220.0	0.024747747338796883	39.40771817773921	-1680513958.609835	-67.96906370569445	461249.6079918035	57936966.99672135	-40155126.373770505	9035700753713.514	11238027124870.29	20273727889542.312	95770.0	-0.05015451886742644	333.04063900525364	1220.0	2965.1457726955414	625.8654906749725	612.0804001940777	911.8417778015137	1427.4385042190552	409.3994239855603	1393.0	957700.0
963800	1.5	790.0	230781.9065608992	-0.02083948442809083	333.04063900525495	1220.0	0.02466898988630339	39.53672260635267	-1900616823.186884	-68.1289904109768	552277.0700307376	67932581.21967216	-45210468.760655686	13245579618968.75	17406935740053.418	30652515341832.383	96380.0	-0.10401315359924607	333.30886351730715	1220.0	2983.7608168125153	629.7456719875336	612.1836435703709	917.4752089977264	1436.5399358272552	409.4281220402503	1392.0	963800.0
969900	1.5	795.0	232447.10975592546	-0.024173824661247224	333.04063900525495	1220.0	0.024568519717493117	39.702492925855296	-2137717139.7245893	-68.19603086377748	661051.5012295075	79252105.35081965	-50573440.41311474	20583965487869.48	27582556700994.324	48166522139872.91	96990.0	0.0	333.04063900525364	1220.0	3002.548842906952	633.6463088989258	612.2658564430844	923.1745328903198	1445.7280011177063	409.4300994135852	1391.0	969900.0
976000	1.5	800.0	234112.31295095172	0.0	333.04063900525495	1220.0	0.024468864605191813	39.86826324535792	-2394719628.170493	-68.18955881087507	790978.544979508	92266226.01967216	-56338422.06557374	27832756877157.574	41522997455082.96	69355754392404.81	97600.0	0.0	333.04063900525364	1220.0	3021.074870109558	637.4950020313263	612.3969580248032	928.7759737968445	1454.8038942813873	409.46813365515743	1390.0	976000.0
982100	1.5	805.0	235778.41478368334	-0.05881881909433907	333.2203665463278	1220.0	0.024353960920144458	40.06108255979202	-2669141665.5737715	-68.06528024517118	946155.4086065574	106854922.49180318	-62401830.242622934	39507971443540.75	62936405606077.66	102444377083998.06	98210.0	-0.12472980091599728	333.13628661159447	1220.0	3039.655349969864	641.323826789856	612.5454623545786	934.3806838989258	1463.9508392810822	409.4930123329276	1389.0	982100.0
988200	1.5	810.0	237444.78987455697	-0.04581456760638795	333.27501817472233	1220.0	0.024261718891055047	40.21719505903128	-2960160195.1475406	-67.89299990544558	1131361.313627049	123227680.66885234	-68828858.56393436	54050765709607.49	93963057046981.23	148013822986931.62	98820.0	-0.23410025365195714	333.12674911410227	1220.0	3058.5476398468018	645.3357229232788	612.5183930767663	939.9942610263824	1473.2176558971405	409.4957401253862	1388.0	988200.0
994300	1.5	815.0	239111.28779292273	-0.19446792111633251	333.2995836731487	1220.0	0.024165496233592737	40.38131451279235	-3269357868.065572	-67.60775052054981	1352419.0815573807	141423868.13114765	-75588077.42950824	70132375238071.77	137676217231971.03	207808592315335.22	99430.0	-0.26087304446625215	333.52044000912286	1220.0	3077.1764438152313	649.1970736980438	612.6336918533132	945.6290121078491	1482.3503580093384	409.5174828244153	1387.0	994300.0
1000400	1.5	820.0	240778.2844426106	-0.1552817205627961	333.3993299375737	1220.0	0.0240617311020903	40.55976956758226	-3598947257.075411	-67.24618347668242	1616142.7434426222	161479312.57704917	-82711432.4852459	97835143588182.42	202333490150027.38	300168633356597.06	100040.0	-0.12102500530932205	333.31219456075564	1220.0	3095.9148349761963	653.1301338672638	612.6803515106606	951.2502799034119	1491.5344212055206	409.53261232799434	1386.0	1000400.0
1006500	1.5	825.0	242444.43803632585	-0.19775594391117207	333.2307187430492	1220.0	0.02397665839268415	40.70722974078505	-3945860457.7573786	-66.82452288142969	1930704.783811474	183440300.1180328	-90210259.7508196	130878833976504.64	292014559367262.06	422893393653182.44	100650.0	-0.31298582321298324	333.2073248836552	1220.0	3114.8942511081696	656.9888617992401	612.7957769290537	956.927572965622	1500.9778163433075	409.4950132653356	1385.0	1006500.0
1012600	1.5	830.0	244111.44984424443	-0.20711445527157563	333.4023615837168	1220.0	0.023866959449868625	40.89892734767706	-4316021483.016393	-66.35522778620498	2305867.1233606553	207299644.8262297	-98062695.26557377	178795861325884.56	416038367562151.2	594834229300590.8	101260.0	-0.31150550299020563	333.38295109031367	1220.0	3133.8617119789124	660.9058828353882	612.8557946289053	962.5969016551971	1510.358927488327	409.46950530479177	1384.0	1012600.0
1018700	1.5	835.0	245777.1985625415	-0.3948312403130087	333.14974365941384	1220.0	0.023789723373973042	41.03495703922485	-4699396829.586883	-65.75611615415477	2753017.144672128	233169686.81967226	-106250304.3934426	246170488927725.7	588970011706901.8	835140501198451.5	101870.0	-0.5753346082240417	332.8477849207214	1220.0	3152.755560874939	664.7994048595428	612.9367701315728	968.1983616352081	1519.757794380188	409.4525530672961	1383.0	1018700.0
1024800	1.5	840.0	247441.68903860444	-0.45704817949368676	332.8980952125867	1220.0	0.023703381385761446	41.18807366448979	-5108662789.875407	-65.09894328508223	3285668.005737705	261215244.6688526	-114900897.87540984	346156996696151.2	823982409064206.0	1170139405677847.0	102480.0	-0.46856161052844525	333.04203271178636	1220.0	3172.3881039619446	668.6513366699219	613.0549323979831	974.5222074985504	1529.2145597934723	409.3082041960814	1382.0	1024800.0
1030900	1.5	845.0	249106.7517076492	-0.30962542398990534	333.0125338089548	1220.0	0.023601050270053735	41.37099572084947	-5537772176.367218	-64.39282855674867	3920131.1110655707	291066690.4655741	-123827756.15737706	477873674862753.06	1138670062694521.8	1616543738189858.8	103090.0	-0.49541142851020875	332.9720005967526	1220.0	3191.246508836746	672.7334856987	612.9619065590641	980.1636815071106	1538.3493416309357	409.3288343276094	1381.0	1030900.0
1037000	1.5	850.0	250770.58126252555	-0.8364185592237456	332.7659109752658	1220.0	0.023522297694818936	41.51285367501585	-5984902880.104923	-63.58315681707665	4675952.607377048	323148324.66885275	-133177471.58032787	663948234317421.1	1567629958567431.2	2231578193214896.5	103700.0	-0.8980446612790396	332.59990414250666	1220.0	3212.155737876892	678.3882505893707	611.4492691163647	985.917507648468	1547.8499796390533	409.27196564122835	1380.0	1037000.0
1043100	1.5	855.0	252433.86360149249	-0.8426801862409855	332.6564677933882	1220.0	0.023434043615975092	41.67295974981866	-6458585366.6622925	-62.70621970129796	5575211.646721312	357638087.8163933	-142969860.0393444	933602539437756.6	2144393788679353.2	3077996330097371.0	104310.0	-0.8465419337592661	332.4963738214705	1220.0	3231.1382191181183	682.3079574108124	611.5127274542147	991.8030924797058	1557.0271692276	409.2465534763743	1379.0	1043100.0
1049200	1.5	860.0	254096.6150680446	-0.9420822175582056	332.55029331042573	1220.0	0.02334638916284928	41.83317617232575	-6951717626.96393	-61.843759961988106	6645840.657377046	394331709.74426234	-153091280.4459018	1323796783292444.8	2919985952191551.5	4243782737024197.0	104920.0	-1.869958482732783	331.93695024190936	1220.0	3250.1398270130157	686.221922159195	611.5805783054531	997.4156413078308	1566.50226354599	409.21747065837474	1378.0	1049200.0
1055300	1.5	865.0	255755.12709829438	-2.116719928233292	331.7024060499579	1220.0	0.02327969837595989	41.95588301232735	-7465623759.318028	-60.81473080994651	7919270.878688521	433604240.9967213	-163703295.02950805	1864689793326809.0	3934761827379490.5	5799451634788153.0	105530.0	-2.1137765585096666	331.9507479353091	1220.0	3269.089469909668	690.1454532146454	611.639181325903	1003.0271971225739	1575.9168195724487	409.1984909980294	1377.0	1055300.0
1061400	1.5	870.0	257414.52298781346	-2.155987896681645	331.87917790381726	1220.0	0.023176266335163263	42.147588379358154	-8010435523.567207	-59.840913466156536	9433895.788524587	475283614.84590167	-174636683.90819687	2635741399704545.5	5321386823126811.0	7957128218870838.0	106140.0	-2.315779030810298	331.7273386381077	1220.0	3287.7536959648132	693.9427042007446	611.8084352352853	1008.6640448570251	1585.1469469070435	409.20483542177243	1376.0	1061400.0
1067500	1.5	875.0	259073.4758223217	-2.8673181879250293	331.790566901645	1220.0	0.023099689103110083	42.29062592731443	-8578332871.76393	-58.73642572496759	11234265.452459011	520089945.232787	-186142904.3409835	3684222488408294.0	7129619629114956.0	1.0813842111802492e+16	106750.0	-2.478744109851921	332.3414331537416	1220.0	3306.373456954956	697.7419443130493	611.9741022884843	1014.2771308422089	1594.3543817996979	409.21839471259136	1375.0	1067500.0
1073600	1.5	880.0	260728.9600484412	-3.0815849430840005	331.0968452239027	1220.0	0.023030469769375884	42.420738266039265	-9154963597.009836	-57.580517934580314	13372930.304918049	567105329.8885243	-197782405.14098373	5300971565200069.0	9572028036325240.0	1.4872999591844044e+16	107360.0	-2.908216378238428	332.00605422441885	1220.0	3325.001728773117	701.5471544265747	612.1327658309903	1019.8974440097809	1603.5571303367615	409.23140446120186	1374.0	1073600.0
