Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/estep_loss	estep/dual0	estep/dual1	estep/estep_time	mstep/mstep_kl_mu	mstep/mstep_kl_std	mstep/mstep_loss_kl	mstep/mstep_loss_mle	mstep/mstep_loss_total	mstep/mstep_dual_mu	mstep/mstep_dual_std	mstep/entropy	mstep/mstep_time	loss/loss_q0	estep/val_q0	loss/loss_q1	estep/val_q1	estep/thres_q1	loss/q_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
73200	1.5	60.0	25835.00122817075	-911.2819098511505	370.710620281972	1220.0	-364.6478016337407	10.074497221336992	20.0	212.16707386227918	0.0019591793050198394	0.0005431031584968688	-4.4952099209113526e-05	0.04390634662914471	0.043861394540452604	0.0	0.17748694501084394	2.839164062406196	43.69031816232401	7.526961553683045	-39.22566193752605	0.32813449501380565	16.356033995894123	0.06147540983485068	7.855096040788243	7320.0	-61.194279903404855	245.60719544703113	1220.0	459.57583689689636	49.57149124145508	590.662077470731	76.54260778427124	333.46173787117004	178.5346930481456	199988.0	73200.0
79300	1.5	65.0	27646.529854614033	-858.6580934965461	362.3057252886565	1220.0	-354.9175255447134	10.30539486525489	20.0	228.46753691649812	0.0016510235636129347	0.000531796352426354	-2.5183827770500805e-05	0.045006616047171336	0.04498143224198307	0.0	0.08599531981544414	2.887045976763865	46.976047783210696	6.037323638650235	-35.818310590650285	0.3193875343981582	16.03809314790321	0.06147540983485068	6.3567111890824135	7930.0	-37.30511512351992	300.36837920460374	1220.0	493.0497930049896	53.17804551124573	596.4867586811191	82.24091386795044	357.63083362579346	180.27982122477155	199987.0	79300.0
85400	1.5	70.0	29443.858489804035	-801.1134046606234	359.46572703800064	1220.0	-348.9153861124005	10.11123688963593	20.0	244.75221789664917	0.0035544522078246304	0.0004934092981695029	-3.7010187484380336e-05	0.04509613640362124	0.04505912624910229	0.0	0.1175370803499808	2.906053067426212	50.23041629400404	4.994112794321095	-33.15638385209883	0.2936739665715666	15.870065717228098	0.06147540983485068	5.287786759509415	8540.0	0.0	333.04063900525364	1220.0	526.483836889267	57.04529857635498	598.8223543834542	87.85769963264465	381.58083868026733	181.91944851164993	199986.0	85400.0
91500	1.5	75.0	31195.584360108664	-764.0511114421134	350.34517406092584	1220.0	-342.63729218029573	9.751131361038956	20.0	261.1428045820017	0.0003860446719429238	0.0005347262642376859	-5.191212499159493e-05	0.04455806133566334	0.044506149201608114	0.0	0.1846972773065331	2.8812059042883686	53.5433295292933	4.207481154262042	-31.094889149900364	0.2820445104517411	15.657807831686052	0.06147540983485068	4.489525662875565	9150.0	0.0	333.04063900525364	1220.0	560.1548459529877	60.65694975852966	603.3933480945151	93.5190703868866	405.9788258075714	183.18395472155984	199985.0	91500.0
97600	1.5	80.0	32936.70584594102	-764.263071417586	348.2242971664703	1220.0	-339.30105365690673	10.36004244069584	20.0	277.51947785557303	0.00015993102129760838	0.0005908136381996704	-2.8416906092552697e-05	0.0448138426317543	0.04478542575704266	0.0	0.11792628187991551	2.882349783866133	56.82922191229029	4.017498109770599	-30.062680219431403	0.3093956580996267	15.546164229658777	0.06147540983485068	4.326893773430682	9760.0	0.0	333.04063900525364	1220.0	593.4493370056152	64.28405284881592	607.304584417146	99.1780264377594	429.9872577190399	184.44142675671011	199984.0	97600.0
103700	1.5	85.0	34776.035078887224	-785.3058965516659	367.865846589241	1220.0	-347.47290199154753	10.61068080683225	20.0	293.98252193536916	0.00012321881651110216	0.000511953361966022	-5.546482543091086e-05	0.0453676701202744	0.04531220532343037	0.0	0.18787170455592586	2.957343963716852	60.14946549134174	3.9873727583494367	-30.075447576554083	0.31744070892206927	15.95476325457214	0.06147540983485068	4.30481347158307	10370.0	0.0	333.04063900525364	1220.0	627.1873428821564	67.99820065498352	610.0161416103585	104.75791144371033	454.4312307834625	185.44709145634923	199983.0	103700.0
109800	1.5	90.0	36529.930818749286	-767.9266825217563	350.7791479724125	1220.0	-343.6444688640656	10.406308761971893	20.0	310.37710514615804	0.00016342391534823926	0.0005368862768680954	-6.234352565808211e-05	0.04477714146258404	0.04471479790498973	0.0	0.22945730364957795	2.9392198574347574	63.446160730768504	3.8612435532397904	-29.9459313283201	0.29562077153413024	15.767990653241272	0.06147540983485068	4.156864325922048	10980.0	0.0	333.04063900525364	1220.0	660.5297808647156	71.63752865791321	613.0864760805581	110.36302328109741	478.52922892570496	186.45176530772446	199982.0	109800.0
115900	1.5	95.0	38339.00192814089	-805.2468503208988	361.81422187832	1220.0	-345.2605533787462	10.351986103370537	20.0	326.86547374764405	0.00033047861052065784	0.0005430642742526212	-3.0472895600798417e-05	0.046055635028198115	0.04602516213523562	0.0	0.13431804109914386	2.9770697093400815	66.75768543032353	3.859948879773497	-30.22166779627565	0.28317663662257747	15.83736965148175	0.06147540983485068	4.143125522527537	11590.0	0.0	333.04063900525364	1220.0	694.4547100067139	75.28475880622864	615.795291571877	115.99799346923828	503.17195773124695	187.18608642955923	199981.0	115900.0
122000	1.5	100.0	40151.61494151537	-785.895458318512	362.5226026748968	1220.0	-348.82558908931543	10.158974655338971	20.0	343.3509628260719	0.00029065319129739257	0.0005182852220461997	-5.7886035679970196e-05	0.04568546307502228	0.04562757708987252	0.0	0.21259534864029933	2.9824710810770725	70.08720095782985	4.109730623002907	-30.62536026688873	0.3201962301232774	15.995283514554384	0.06147540983485068	4.429926849779535	12200.0	0.0	333.04063900525364	1220.0	727.9704208374023	78.93181800842285	618.2551122133349	121.64838743209839	527.3902153968811	187.97032945072263	199980.0	122000.0
128100	1.5	105.0	41972.520120812005	-797.8762331321561	364.1810358593276	1220.0	-350.33973583784257	11.490969303006024	20.0	359.90036806434864	0.00033391837172401994	0.0005959911216584748	-6.094858452708325e-05	0.048145255605216916	0.04808430700394944	0.0	0.23643949231224498	3.01894136100519	73.42602427513866	4.104786805051272	-30.768504455441334	0.2980583408542101	16.06574818658049	0.06147540983485068	4.402845145444404	12810.0	0.0	333.04063900525364	1220.0	761.9436390399933	82.54758191108704	620.7329011186688	127.28479170799255	552.1112654209137	188.54981369975002	199979.0	128100.0
134200	1.5	110.0	43768.32789206446	-795.423857955072	359.16155425049055	1220.0	-347.35020942062664	12.377345121102236	20.0	376.50881406401055	0.00020278932910958004	0.0005496812184707675	-5.371353949471323e-05	0.047838759324589676	0.047785045817250106	0.0	0.2543160908504341	3.042885423488303	76.76504312577788	4.371910610550746	-30.83105419346543	0.3211363293352672	15.913452295397144	0.06147540983485068	4.69304693800504	13420.0	0.0	333.04063900525364	1220.0	796.0424869060516	86.54549884796143	620.2517833342459	132.95009541511536	576.5468926429749	189.14808978584747	199978.0	134200.0
140300	1.5	115.0	45589.98704746693	-800.1642663907799	364.33183108049343	1220.0	-349.32735655737685	11.646249162955362	20.0	393.1461438409617	0.0004126753556379227	0.0005194240448171976	-4.200780511705972e-05	0.04767994266308723	0.04763793478735158	0.0	0.16502924921204806	3.07167332875924	80.129700383202	4.354209456287448	-31.022783285672578	0.3035380467436596	16.00090156305032	0.06147540983485068	4.657747500255458	14030.0	0.0	333.04063900525364	1220.0	830.0887699127197	90.22219753265381	622.0198746510101	138.55165338516235	601.3149189949036	189.62878610486615	199977.0	140300.0
