Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/estep_loss	estep/dual0	estep/dual1	estep/estep_time	mstep/mstep_kl_mu	mstep/mstep_kl_std	mstep/mstep_loss_kl	mstep/mstep_loss_mle	mstep/mstep_loss_total	mstep/mstep_dual_mu	mstep/mstep_dual_std	mstep/entropy	mstep/mstep_time	loss/loss_q0	estep/val_q0	loss/loss_q1	estep/val_q1	estep/thres_q1	loss/q_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
2452200	1.5	2010.0	145523.99953842454	-379.3875730011573	2.954974014932394	1220.0	-18.511825505241006	2.5735446355381923	20.0	6523.882378972166	0.0006633920639756744	0.00014429930941064342	0.0	0.00014999270268341858	0.00014999270268341858	0.0	0.0	-0.0541028614980398	1329.7216161294077	5.284860834235052	-17.9690372482675	0.002211716681667298	0.09394683945374413	0.06147540983485068	5.2870725564292265	245220.0	-344.39562742864075	1.1120976980826358	1220.0	13431.621610879898	1443.029765367508	679.7364985400641	2261.3285748958588	9727.263270616531	204.5444562296877	199598.0	2452200.0
2458300	1.5	2015.0	145530.84819333212	-387.4887246702242	1.369730981513325	1220.0	-18.306625173912675	2.2835926345137305	20.0	6539.97022769177	0.0008072206975112582	0.00015413208815009624	0.0	5.74541487158505e-05	5.74541487158505e-05	0.0	0.0	-0.04999168458104622	1332.9830535196866	5.239009852487532	-17.693007866280972	0.0020300454807421968	0.09672872779554997	0.06147540983485068	5.241039889562321	245830.0	-345.271973720045	1.0223422307317547	1220.0	13464.475201845169	1446.4684164524078	679.8074460634817	2266.8639681339264	9751.142817258835	204.55139058399692	199597.0	2458300.0
2464400	1.5	2020.0	145539.028288881	-393.6539574989376	1.6360191097785588	1220.0	-17.66671752147987	2.270883805439122	20.0	6555.956599164789	0.0006021249385636015	0.00015455652829870337	0.0	-0.0003579026705501451	-0.0003579026705501451	0.0	0.0	-0.06633842635869255	1336.2084675069698	5.324762976267299	-17.351401339984335	0.0011798027545723256	0.08212597673056558	0.06147540983485068	5.325942774971984	246440.0	-345.4442370591024	1.2561419093875887	1220.0	13497.416934013367	1450.0024394989014	679.8333389981492	2272.3902671337128	9775.024227380753	204.55841385071562	199596.0	2464400.0
2470500	1.5	2025.0	145552.48872186383	-385.0473177243454	2.6920865965686454	1220.0	-18.19912318401648	2.373518550786815	20.0	6571.971685278614	0.0005097436789076374	0.00017676274215833095	0.0	-0.0003217043223901513	-0.0003217043223901513	0.0	0.0	-0.06343572859759217	1339.4586420516503	5.680289281000855	-17.655300571879376	0.0013526466077519966	0.0936936259391855	0.06147540983485068	5.6816419319051175	247050.0	-350.83365679217917	1.1906559053284755	1220.0	13530.183199882507	1453.5972323417664	679.8306835023312	2277.9036128520966	9798.682354688644	204.56940451880783	199595.0	2470500.0
2476600	1.5	2030.0	145559.9694361746	-389.1071406972229	1.4961428621569728	1220.0	-18.607254720906756	2.311452750690646	20.0	6587.900910648756	0.0009115624302183754	0.0001527912855591075	0.0	-0.0002811851133912093	-0.0002811851133912093	0.0	0.0	-0.06622481873778047	1342.6823376534412	5.518488250306401	-17.90163467125809	0.0019365449637350183	0.10141307462434296	0.06147540983485068	5.52042479226824	247660.0	-353.0118143377248	1.3102989934711313	1220.0	13563.177211046219	1457.0809853076935	679.8798488134861	2283.449159860611	9822.647065877914	204.57461710361684	199594.0	2476600.0
2482700	1.5	2035.0	145567.38039712422	-386.97543126992576	1.4821921899207986	1220.0	-17.982789763466243	2.490724748861592	20.0	6603.877241508297	0.0007622624765585371	0.0001508481905520818	0.0	4.1075280488690375e-05	4.1075280488690375e-05	0.0	0.0	-0.04896874149467367	1345.9706661083667	5.59196684624328	-17.68417046031012	0.0012961794786130415	0.08144494261531551	0.06147540983485068	5.5932630217466075	248270.0	-349.2147492217913	1.5180674324332815	1220.0	13595.765348911285	1460.5062901973724	679.955989690257	2288.9752361774445	9846.283822536469	204.58566133512068	199593.0	2482700.0
2488800	1.5	2040.0	145577.92332585072	-389.0347657140456	2.1085857453006924	1220.0	-17.988695765323385	2.2884688121373546	20.0	6619.748347848751	0.0006629645782386876	0.00013580046418565706	0.0	-0.00019892848611591693	-0.00019892848611591693	0.0	0.0	-0.06010318391147207	1349.1927792443616	5.398663971463193	-17.59906428133857	0.0016778227982405158	0.08566540145605304	0.06147540983485068	5.400341785051783	248880.0	-348.54188591152644	1.44719693544947	1220.0	13628.54058098793	1464.0773622989655	679.9640685904644	2294.481607198715	9869.98161149025	204.5959575245633	199592.0	2488800.0
2494900	1.5	2045.0	145586.19758238402	-394.8608260859709	1.6548513066601473	1220.0	-17.89115849322961	2.474822634556255	20.0	6635.7146654887265	0.0007634593333336185	0.00015392833519116295	0.0	-0.0005791729883401507	-0.0005791729883401507	0.0	0.0	-0.07900516949441333	1352.43264319975	5.536556531171327	-17.428785216222053	0.0019959415685691768	0.08995105750614497	0.06147540983485068	5.538552472141926	249490.0	-348.0965249570872	1.3182107582366085	1220.0	13661.376070737839	1467.5526025295258	680.0165106721768	2300.113203048706	9893.710265159607	204.60358529092153	199591.0	2494900.0
2501000	1.5	2050.0	145600.29600658204	-387.08380576746714	2.8196848396059937	1220.0	-18.09270555933966	2.7496602367182255	20.0	6651.537418960744	0.0006866022726171654	0.00013072721137222457	0.0	-0.0005525948243362624	-0.0005525948243362624	0.0	0.0	-0.09588291974066467	1355.6379603135792	5.628619193786478	-17.47899432260482	0.002010174329606358	0.0980771147691813	0.06147540983485068	5.630629388865879	250100.0	-351.2734773909724	1.2526574740036487	1220.0	13693.926361083984	1471.0891666412354	680.0403555986314	2305.630912065506	9917.206282377243	204.61697723807595	199590.0	2501000.0
2507100	1.5	2055.0	145616.97631579282	-379.4975759717722	3.3360618421571226	1220.0	-18.935553496001194	3.1487661072465203	20.0	6667.405137348179	0.0005097875871558879	0.00011481614020027097	0.0	-0.00031026362906187255	-0.00031026362906187255	0.0	0.0	-0.09634415183949184	1358.8386141093056	5.497459014517364	-17.72445184676373	0.0032607807749195257	0.12860194185718166	0.06147540983485068	5.500719792823324	250710.0	-353.9714211419274	1.116418611320278	1220.0	13726.60517692566	1474.5517427921295	680.0982094402992	2311.2375519275665	9940.815882205963	204.62692343598184	199589.0	2507100.0
2513200	1.5	2060.0	145622.9135163874	-390.28193126534035	1.187440118917443	1220.0	-18.29849601026441	2.9833177406279736	20.0	6683.238841595803	0.0006099513261822302	0.0001476170329117507	0.0	-0.0008995601770441344	-0.0008995601770441344	0.0	0.0	-0.12323930557878296	1362.040977551508	5.7412543229392305	-17.57303101742855	0.0025172015217888592	0.10380706893982464	0.06147540983485068	5.743771534376456	251320.0	-352.01218050624334	1.0117068003557115	1220.0	13759.18617105484	1477.9866077899933	680.1685446278685	2316.750524997711	9964.449038267136	204.63799053615315	199588.0	2513200.0
2519300	1.5	2065.0	145631.88043937852	-389.491059429107	1.7933845982243781	1220.0	-17.46917975691499	2.257240854521265	20.0	6699.17548632348	0.0006614112946348933	0.00014425578458448422	0.0	-0.0010724187941675938	-0.0010724187941675938	0.0	0.0	-0.10274418567108806	1365.271087985743	5.648342226274673	-17.30217499342122	0.001360660860459052	0.07435643171555696	0.06147540983485068	5.649702885698096	251930.0	-347.6462965803058	1.114824343948548	1220.0	13791.953923940659	1481.4051036834717	680.2460700954337	2322.321403980255	9988.227416276932	204.64562845926537	199587.0	2519300.0
2525400	1.5	2070.0	145637.46546711217	-391.48414077665836	1.1170055467278015	1220.0	-17.65119347963177	2.4415684875894765	19.999863999788875	6715.092269162658	0.0005471251262145515	0.00013174027735062075	0.0	-0.0013530837753157861	-0.0013530837753157861	0.0	0.0	-0.12052904147746381	1368.4891117435996	5.911942507497596	-17.622932837439333	0.0012564931247577998	0.0679346437825532	0.06147540983485068	5.913199007120291	252540.0	-340.53973508044453	1.8538413553331143	1220.0	13824.839109897614	1484.862905740738	680.3052295902511	2327.8598358631134	10012.116368293762	204.6519343488918	199586.0	2525400.0
2531500	1.5	2075.0	145643.66004705348	-385.9850240685629	1.2389159882599392	1220.0	-17.39614928511321	2.255150093993202	18.89637921442752	6731.315814457561	0.0006189806081506576	0.00014449128552843798	0.0	-0.0015183898656567954	-0.0015183898656567954	0.0	0.0	-0.131435842957103	1371.7351063044343	5.761117439778125	-17.575483200198317	0.0006481763218900717	0.05700570920207461	0.06147540983485068	5.7617656198681395	253150.0	-337.5719726651835	2.3063069261607936	1220.0	13857.711463928223	1488.295447587967	680.375661728381	2333.3975088596344	10036.018507480621	204.65800460230588	199585.0	2531500.0
2537600	1.5	2080.0	145657.63538264256	-382.013633849921	2.795067117814626	1220.0	-17.84412692648464	2.605571486519987	19.562576753585066	6747.417321250863	0.0005160587568603715	0.00011597923442080129	0.0	-0.0011478090041639583	-0.0011478090041639583	0.0	0.0	-0.12765050502035963	1374.998067979342	5.727944912382813	-17.530392531097906	0.0017985612619668256	0.08285146251198695	0.06147540983485068	5.729743479412112	253760.0	-341.0556369335467	1.948816638625933	1220.0	13890.742759943008	1491.7302343845367	680.4447457075164	2338.9509460926056	10060.061579465866	204.6614595129383	199584.0	2537600.0
2543700	1.5	2085.0	145668.3007519508	-383.5686064911493	2.1330738616492306	1220.0	-18.025487996711103	2.749079794180198	20.0	6763.493309423571	0.0005512620291394019	0.00013221666182498224	0.0	-0.0015944660610240711	-0.0015944660610240711	0.0	0.0	-0.15427690054610635	1378.2532736055177	5.627033708036927	-17.278487396240255	0.0025560632990730436	0.10465404380296096	0.06147540983485068	5.629589758935526	254370.0	-349.8198863401831	1.7582302388885132	1220.0	13923.730554103851	1495.2016942501068	680.4968212066533	2344.464681148529	10084.064178705215	204.66621823734764	199583.0	2543700.0
