Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/q0	loss/q1	loss/q_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
6100	5.0	2353.892122726732	-1903.4998653400005	470.7784245453464	1220.0	0.003533115303129081	282.0363331517532	2267.2698707643112	22.148903042627634	8.088780654417207	5.369293775421673	0.13244525099203716	5.501739033128396	610.0	-1464.1412926004	457.59941912110213	1220.0	16.67606019973755	4.275367975234985	570.7111093439603	5.899536848068237	6.501155376434326	491.908023323649	1549.0	6100.0
12200	1.5	10.0	4639.976114974866	-1465.3958397320444	457.2167984496267	1220.0	0.004351924569671784	228.78339444780832	3604.6569796202652	49.26117236653309	15.901576384560004	9.003459746036368	0.45637193982046625	9.459831707203989	1220.0	-1282.5046462683322	439.31069429606544	1220.0	36.72245502471924	9.927320957183838	491.5727033554427	13.412306070327759	13.382827997207642	455.3065481684357	1548.0	12200.0
18300	1.5	15.0	6828.9361641964915	-1282.3583708151614	437.7920098443252	1220.0	0.0045349974154009695	219.5072921550019	3655.656027471824	29.95251258474883	16.714225540786515	3.1625253526402317	0.407216677181881	3.5697420364520562	1830.0	-188.74410183470314	91.89712394458009	1220.0	57.548290967941284	14.872939825057983	492.16900532786644	21.006760120391846	21.668591022491455	428.8189671534027	1547.0	18300.0
24400	1.5	20.0	7134.274460848376	-230.58965176841284	61.06765933037688	1220.0	0.031051383168152175	31.204684557358114	220.64767058325583	14.47570346926079	7.300905805337621	1.032490226186688	0.10452707152294571	1.1370172990638687	2440.0	-102.46706790092817	225.37616059397428	1220.0	78.30789494514465	19.831562757492065	492.14477544452814	27.853869915008545	30.622462272644043	417.26283245159	1546.0	24400.0
30500	1.5	25.0	7774.547875510679	-155.4135836307235	128.05468293246048	1220.0	0.01378864288857424	71.52345340154073	222.66577903872647	9.353311648134314	3.199228485099604	0.4368461863183584	0.23969274676236949	0.6765389329830153	3050.0	-698.9661126146162	122.09928832307462	1220.0	101.24525594711304	25.369574546813965	480.8909971070893	36.63636112213135	39.239320278167725	401.97332580238	1545.0	30500.0
36600	1.5	30.0	8434.688599910785	-677.142666544132	132.02814488002124	1220.0	0.014632856575485008	67.33935635474886	198.02981850045626	18.46667522836904	3.167962119618396	4.48987720618483	0.14518315418333283	4.635060350328197	3660.0	-509.172622680408	143.68497282149872	1220.0	124.25023412704468	29.404881715774536	497.8765138900807	46.527239084243774	48.31811332702637	385.89133857918955	1544.0	36600.0
42700	1.5	35.0	9181.150402342191	-495.91402907983036	149.2923604862811	1220.0	0.012747243644080095	77.44833188423496	364.7575542512489	13.184532223373157	4.8177199879630646	1.5899067529400854	0.14053265764912384	1.7304394143526687	4270.0	-351.5529019625801	39.639346287513746	1220.0	139.38015794754028	33.225104570388794	514.069111921538	52.201663970947266	53.953389406204224	402.2418023595533	1543.0	42700.0
48800	1.5	40.0	9352.04890732179	-334.2595613646991	34.179700995919774	1220.0	0.052088053055085994	18.198260279424243	31.059975101908684	13.843832006610816	2.338951838602785	2.245740903010131	0.05146103529030552	2.297201941150133	4880.0	-367.13073891144245	2.870391821573996	1220.0	159.69431495666504	36.73214244842529	531.4146874881463	61.81899309158325	61.143179416656494	396.87002111750985	1542.0	48800.0
54900	1.5	45.0	9361.825530969978	-379.218386663841	1.955324729637497	1220.0	0.32398869259760144	2.0865274710127437	1.804969846059236	11.109173474546328	4.184036571862271	1.9722303671915031	0.024251146844710355	1.9964815118273744	5490.0	-172.36701088315613	286.36421260160955	1220.0	178.13218307495117	40.27616763114929	545.2355894709381	70.98901414871216	66.86700129508972	398.2415988396272	1541.0	54900.0
61000	1.5	50.0	10100.422696891208	-182.52876737209698	147.71943318424584	1220.0	0.011026426686788868	89.691211976962	119.6191222339381	31.98786188500826	1.6716833692105084	13.768547952077437	0.09263596863516407	13.86118393384042	6100.0	-398.84681142152334	2.3299953883176214	1220.0	192.65818214416504	43.66373658180237	558.8161231755216	76.52785325050354	72.46659231185913	409.4112352293564	1540.0	61000.0
