Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/vf0	loss/vf1	loss/vf_total	loss/kl	loss/step_size	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
16933600	1.5	13880.0	4507449.810165814	-3.402643799996036	332.9217783236256	1220.0	0.007707910175273661	128.73685178739075	-0.2625108569298611	0.00035361344934159433	-0.0020206844969796744	1.7603517505904165e-06	0.021021286956965923	0.021023047622293234	0.0008582186710555106	1.3261694014072418	-6.8158605098724365	55520.0	-3.4090151460246823	332.9213408357326	1220.0	36699.82805109024	3955.0148565769196	428.15515526675154	21867.672986507416	10877.140208005905	517.1383907249583	856.0	16933600.0
16958000	1.5	13900.0	4514108.237567991	-3.408224178210554	332.9213701088299	1220.0	0.007698079804647335	128.9025244446413	-0.2138162986738621	0.00033566170896170977	-0.0016433910039905797	0.00013997043822655542	0.020015091635286808	0.020155061967670918	0.0009168106771539897	1.707644522190094	-6.81667423248291	55600.0	-3.4054840994752023	332.92161610493025	1220.0	36746.05669903755	3958.9932944774628	428.3412155220193	21897.337609529495	10889.725795030594	517.2161895304552	855.0	16958000.0
16982400	1.5	13920.0	4520766.669427756	-3.4055517432129947	332.9215929882732	1220.0	0.0076882702460941135	129.0682686730519	-0.09007205076210312	-0.0015192134054013984	-0.0007041784327344036	7.87042326919618e-05	0.019977192860096693	0.02005589660257101	0.0008476602961309254	3.8636902570724487	-6.816657185554504	55680.0	-3.3975102326946036	332.92221587783666	1220.0	36784.13399910927	3962.8277065753937	428.5424766719392	21919.836982488632	10901.469310045242	517.4199908022284	854.0	16982400.0
17006800	1.5	13940.0	4527425.11479416	-3.3967297135905996	332.9222683201938	1220.0	0.007678482948837348	129.23405881905578	-0.08428045892385683	0.0013438409902857273	-0.0006368274013597852	1.37050736270794e-05	0.019912172574549913	0.019925877451896667	0.0008134094532579184	3.785187542438507	-6.820909023284912	55760.0	-3.4012561229940825	332.92193726300445	1220.0	36825.0433280468	3967.120096921921	428.69385308489996	21943.43661236763	10914.486618757248	517.5859679375658	853.0	17006800.0
17031200	1.5	13960.0	4534083.555045899	-3.4009982586142002	332.92201258692774	1220.0	0.007668729916399601	129.39968950549388	-0.1656754114784178	1.9575709918728812e-05	-0.0012703698349534054	4.1983909795817453e-05	0.020543654449284077	0.020585638005286455	0.0009083145268959925	2.0781218111515045	-6.831231713294983	55840.0	-3.401146544543561	332.9219422362273	1220.0	36862.44610095024	3970.9429218769073	428.8956133358378	21965.496898412704	10926.00628066063	517.7993814170164	852.0	17031200.0
17055600	1.5	13980.0	4540741.994379447	-3.400432226713158	332.9219666773895	1220.0	0.007658997053101998	129.56539819335566	-0.09708363660777763	-0.0003795885573687485	-0.0007464705505431102	2.292519988600361e-05	0.019976872019469738	0.019999796990305185	0.0007590757450088859	2.775403082370758	-6.843359470367432	55920.0	-3.399680113879499	332.92205130462213	1220.0	36901.7849650383	3975.110983848572	429.0597185663312	21987.95987725258	10938.714103937149	517.9873317828421	851.0	17055600.0
17080000	1.5	14000.0	4547400.435216374	-3.3998313137289458	332.9220418463512	1220.0	0.007649288067406842	129.7311204896231	-0.09961989361976009	-0.0002945194641852389	-0.000764274124346348	6.0043740290893766e-05	0.020005749072879553	0.020065792836248875	0.0007485460082534701	2.8922829627990723	-6.9032920598983765	56000.0	-3.3998581330852278	332.9220448299842	1220.0	36948.36577916145	3980.330785036087	429.1100645255831	22015.085691213608	10952.949302911758	518.077586457413	850.0	17080000.0
17104400	1.5	14020.0	4554058.875590864	-3.4005616517619863	332.9220187244906	1220.0	0.007639604830816412	129.89682282599614	-0.08937503538964364	-0.00013960775566435046	-0.0006838564910172096	0.00014797650453601818	0.020453959703445435	0.020601936150342226	0.0006745981954736635	3.025918185710907	-6.940292477607727	56080.0	-3.398664560087181	332.9221331906811	1220.0	36991.70056390762	3984.2455632686615	429.300848263168	22042.8851749897	10964.569825649261	518.1980858466335	849.0	17104400.0
17128800	1.5	14040.0	4560717.318567936	-3.39877073735362	332.92214885364893	1220.0	0.007629944434219699	130.06255341979673	-0.21609283227900988	-7.823494480163617e-05	-0.0016493731950846802	2.113645592771718e-06	0.02027789829298854	0.020280012395232916	0.0009615821181796491	1.947273075580597	-6.945399880409241	56160.0	-3.3988260591106196	332.9221223425265	1220.0	37029.09677696228	3988.1607921123505	429.49120892710147	22064.846867084503	10976.089117765427	518.4114641260154	848.0	17128800.0
17153200	1.5	14060.0	4567375.760255999	-3.3994824408448308	332.9220844031165	1220.0	0.007620310516327051	130.22824822655582	-0.09584515120895531	-2.269259508480559e-05	-0.0007305426917333935	1.929614427353954e-06	0.020581963937729597	0.0205838936381042	0.0007367791986325756	3.2953600883483887	-6.9516003131866455	56240.0	-3.397803832141218	332.92220395656744	1220.0	37072.17746710777	3993.1514410972595	429.5654761164418	22089.727828264236	10989.298197746277	518.5521480140375	847.0	17153200.0
17177600	1.5	14080.0	4574034.204088204	-3.3974605236288475	332.9221916102209	1220.0	0.00761069902124235	130.39397540342657	-0.10837186844622693	0.0012927954659232022	-0.0008149465849344173	2.6855063026687276e-06	0.019809515681117773	0.019812201149761677	0.0008938045357353985	2.881250023841858	-6.9647157192230225	56320.0	-3.4026502473430407	332.9218156387057	1220.0	37110.85691523552	3997.001979112625	429.7621089448047	22113.06674027443	11000.788195848465	518.7435903532174	846.0	17177600.0
17202000	1.5	14100.0	4580692.641728317	-3.402256831001895	332.9218820056718	1220.0	0.007601114193433645	130.55966014349153	-0.10145491925175065	-0.000493256566415301	-0.0007749197304911526	2.5176540816573834e-06	0.020624070893973112	0.020626588258892298	0.0007295710529433563	2.8511903882026672	-6.990866303443909	56400.0	-3.3983688956177804	332.92214242401144	1220.0	37149.25108027458	4001.121976852417	429.929407289212	22135.422720193863	11012.706383228302	518.9433149101645	845.0	17202000.0
17226400	1.5	14120.0	4587351.084062573	-3.3984254746989984	332.9221167127764	1220.0	0.0075915499315546125	130.7254064079136	-0.06773388810822212	-0.0007568932641068837	-0.0005199511798206768	0.000143576828577352	0.020269182976335287	0.020412759389728308	0.0007333113753702492	3.868693470954895	-7.004289865493774	56480.0	-3.3971209708130923	332.92223880125664	1220.0	37186.90291810036	4005.034152030945	430.11867929427086	22157.754247188568	11024.114518880844	519.150989398617	844.0	17226400.0
17250800	1.5	14140.0	4594009.5289497385	-3.3969930197632876	332.92224435829763	1220.0	0.007582011977080744	130.89111320621046	-0.11990529399059824	0.000308047593570393	-0.0009067877772664934	0.00014135988760699547	0.0199129031971097	0.020054263062775135	0.0009647958358982578	3.179227650165558	-6.997351169586182	56560.0	-3.397307290800072	332.9222378604896	1220.0	37225.65259408951	4009.891600370407	430.20614318867086	22179.8154733181	11035.945520401001	519.3558564942114	843.0	17250800.0
17275200	1.5	14160.0	4600667.974304002	-3.396829036100365	332.9222677131573	1220.0	0.007572498241788675	131.05681507874385	-0.07920601066690836	0.0004274492058620183	-0.0005965505289091122	6.2931056561410514e-06	0.02043031295761466	0.020436605904251337	0.0009730656165629625	5.082981824874878	-6.972518801689148	56640.0	-3.4018981212850985	332.9218813715839	1220.0	37269.83408617973	4014.5776772499084	430.3117634987192	22205.69137120247	11049.565037727356	519.4727650742515	842.0	17275200.0
17299600	1.5	14180.0	4607326.41136038	-3.402645640714623	332.92185281890283	1220.0	0.007563009154104191	131.22250292495463	-0.15778390750533244	-0.0008091240482726025	-0.0011994405308312062	2.2628277918101958e-06	0.019908111542463303	0.01991037419065833	0.0007361124735325575	1.8988220989704132	-6.955924868583679	56720.0	-3.4009830008423894	332.9219462802756	1220.0	37315.97826719284	4018.651363134384	430.4827275812007	22233.39723134041	11063.929672718048	519.5492133601701	841.0	17299600.0
17324000	1.5	14200.0	4613984.850628891	-3.401157356921492	332.9219634255579	1220.0	0.00755354155154776	131.38823049766566	-0.07381041909155783	-0.0012399123579482918	-0.0005668957921658724	1.710172085722661e-06	0.020197994075715542	0.020199704449623823	0.0008996437682071701	4.074513137340546	-6.9659353494644165	56800.0	-3.3893026826457753	332.92284668373964	1220.0	37353.62038397789	4022.4965512752533	430.67780864865546	22255.553916454315	11075.569916248322	519.7544519336807	840.0	17324000.0
17348400	1.5	14220.0	4620643.30691493	-3.389746500293074	332.92281430195726	1220.0	0.007544091908615475	131.55405847561107	-0.2123842090368271	-0.0006603205951787317	-0.0016072275355712793	2.977236334800182e-06	0.02086905762553215	0.020872035063803196	0.0007301493315026164	1.2420325875282288	-6.969598293304443	56880.0	-3.393590198921817	332.9225184260301	1220.0	37392.35410618782	4026.780067205429	430.82561526733014	22277.82771420479	11087.746324777603	519.949094229014	839.0	17348400.0
17372800	1.5	14240.0	4627301.758008098	-3.392959949389753	332.9225546583859	1220.0	0.007534678072347675	131.71967168312173	-0.07741250888184936	-6.380493619984051e-05	-0.0005837590847986435	0.00012611623816383144	0.019764023832976818	0.019890140276402235	0.0009758851083461195	5.153828978538513	-6.969374179840088	56960.0	-3.394323943225203	332.922468544533	1220.0	37430.22511720657	4030.638829231262	431.0185242599224	22300.467368364334	11099.118919610977	520.1501554602982	838.0	17372800.0
17397200	1.5	14260.0	4633960.2063893555	-3.39476313389903	332.92241906285903	1220.0	0.00752528253485598	131.88537611287683	-0.0866173207161367	-0.0004045151563797367	-0.0006548639038168047	1.7779075278667733e-06	0.020138234831392765	0.020140012726187706	0.0008331849676324055	3.7450674772262573	-6.964855313301086	57040.0	-3.3903703909791085	332.9227637635334	1220.0	37469.22823405266	4035.6474661827087	431.0881994966694	22322.643482208252	11110.937285661697	520.3510841626305	837.0	17397200.0
17421600	1.5	14280.0	4640618.662872135	-3.3901773591594475	332.9228241389741	1220.0	0.007515906573370703	132.05114828636357	-0.2405962498070764	0.00011630155670050435	-0.0018074247124391513	0.00016901653890499801	0.020188829395920038	0.020357845816761255	0.0007588602602481842	1.2200291603803635	-6.958227634429932	57120.0	-3.3903709504680406	332.92275875495534	1220.0	37511.54764509201	4039.5981361865997	431.27062179620856	22349.00760936737	11122.94189953804	520.4835767144331	836.0	17421600.0
17446000	1.5	14300.0	4647277.118521788	-3.390150076953229	332.9227824826593	1220.0	0.007506559771245667	132.21681708717765	-0.14232629017018894	0.00021565879035301272	-0.001066761879298439	1.6794101327377575e-06	0.019743413664400578	0.019745093304663897	0.0006521927862195298	1.7605697512626648	-6.954908013343811	57200.0	-3.390439950712182	332.92273585256737	1220.0	37548.842472314835	4043.404629945755	431.4680720003541	22371.020354270935	11134.417488098145	520.6915988406746	835.0	17446000.0
17470400	1.5	14320.0	4653935.573692957	-3.390162916206973	332.92275855843235	1220.0	0.007497233861627963	132.38252727024553	-0.27632867033852904	0.0002878055271183788	-0.0020695428681960365	0.0004830315323545165	0.019876942038536072	0.020359973423182964	0.0008508022001478821	1.0425143539905548	-6.951639413833618	57280.0	-3.393249012398379	332.9225245723781	1220.0	37586.197746276855	4047.2579293251038	431.6601586821342	22393.046082258224	11145.893734693527	520.8989936876254	834.0	17470400.0
17494800	1.5	14340.0	4660594.023661842	-3.3938407589193758	332.9224984442127	1220.0	0.0074879317651209915	132.54822551375665	-0.07186863744539806	0.0008911237906336356	-0.0005314747896332656	1.6373384710277605e-06	0.02087991777807474	0.020881555043160915	0.0006563974893651903	3.629134476184845	-6.952709317207336	57360.0	-3.3958186331666083	332.92232863806373	1220.0	37623.272968292236	4051.208977460861	431.8414601007587	22414.90568256378	11157.158308267593	521.1118388424935	833.0	17494800.0
