Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/nu_loss	loss/nu_value	loss/actor_loss	loss/kl	loss/entropy	loss/vf0	loss/vf1	loss/vf_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
366000	1.5	300.0	57744.8019229462	-258.0386681033941	38.03721880017795	1220.0	-36.53721880017795	2.0	-0.004210120067000388	0.0011813363758227887	0.2515113664434311	1.1826869065457204	0.30666384544778363	1.489350749457136	2303.0	0.0	333.04063900525364	1220.0	480.6198568344116	64.97100520133972	563.3282090461685	371.1799051761627	44.46894645690918	880.5509712392972	1535.0	366000.0
390400	1.5	320.0	58543.53345075035	-247.0609420519442	39.93657639020732	1220.0	-38.43657639020732	2.0	-0.00533047094420986	0.0014543681513230777	0.19386534384907572	1.1372062005895247	0.3082615284526602	1.445467730151846	2491.0	0.0	333.04063900525364	1220.0	519.9317591190338	69.00889706611633	565.7241552867653	397.4501461982727	53.472715854644775	865.7800099614046	1534.0	390400.0
414800	1.5	340.0	59402.49860317905	-239.4334128537465	42.94825762143466	1220.0	-41.44825762143466	2.0	-0.006264390743416835	0.0017460807524757713	0.13044871754468754	1.021337643265724	0.31685365419438566	1.3381912942896501	2679.0	0.0	333.04063900525364	1220.0	555.5951359272003	72.86669325828552	569.2587126599627	420.50366139411926	62.22478127479553	859.2822865515211	1533.0	414800.0
439200	1.5	360.0	60372.038511565566	-226.267394551844	48.476995419326116	1220.0	-46.976995419326116	2.0	-0.0047248073242371885	0.0012857850229688378	0.07055877483984889	0.9009808609460263	0.3536365212912254	1.2546173828713443	2867.0	0.0	333.04063900525364	1220.0	597.2906079292297	79.12097454071045	555.0993305498488	443.46683263778687	74.70280075073242	847.5988782435876	1532.0	439200.0
463600	1.5	380.0	61491.38678796278	-212.2218721277383	55.96741381986069	1220.0	-54.46741381986069	2.0	-0.003986374063892885	0.0011578529740019921	0.014984059187167493	0.8309104284073444	0.3921781234601711	1.223088555513544	3055.0	0.0	333.04063900525364	1220.0	644.4367899894714	84.2735345363617	550.1133927163925	473.9086329936981	86.25462245941162	827.6158699931133	1531.0	463600.0
488000	1.5	400.0	62733.0222592169	-202.0489565762364	62.081773562706154	1220.0	-60.581773562706154	2.0	-0.009472940857720342	0.0009266347052153895	-0.03484903373061977	0.7336195548798173	0.4386477776347324	1.1722673298196582	3243.0	0.0	333.04063900525364	1220.0	689.7559931278229	88.32693529129028	552.4928476128398	502.6339840888977	98.79507374763489	811.4007689542623	1530.0	488000.0
512400	1.5	420.0	64103.83353910678	-194.97461539424336	68.54056399449385	1220.0	-67.04056399449385	2.0	-0.046619324043313884	0.002465933615759298	-0.0871708652282015	0.7163681479844641	0.4849299089388647	1.2012980586670812	3431.0	0.0	333.04063900525364	1220.0	734.5170350074768	92.85195922851562	551.8461907076675	530.7198243141174	110.94525146484375	798.5474343885127	1529.0	512400.0
536800	1.5	440.0	65570.90219960504	-189.7309704114295	73.3534330249129	1220.0	-71.8534330249129	2.0	-0.03874840510716819	0.004056764807646297	-0.13734694847718207	0.6322521012514197	0.50829597800336	1.1405480741820437	3619.0	-2.1370611330977423	332.98847289173995	1220.0	778.8589990139008	97.14785838127136	552.559787672568	559.5801572799683	122.13098335266113	787.430288291678	1528.0	536800.0
561200	1.5	460.0	67222.54389431924	-177.9254576641501	82.58208473571011	1220.0	-81.08208473571011	2.0	-0.040652183399714055	0.006680764478470008	-0.17747752820240686	0.5530814290680786	0.5274244621396056	1.0805058913662082	3807.0	0.0	333.04063900525364	1220.0	820.3561410903931	101.61268138885498	552.2932692351461	585.9518101215363	132.79164958000183	780.8071049899239	1527.0	561200.0
585600	1.5	480.0	68919.78599849957	-176.51504052219903	84.86210520901649	1220.0	-83.36210520901649	2.0	-0.02379960787700528	0.002929417638018123	-0.22484182677370443	0.5663088073438783	0.5218771932289952	1.08818600564561	3995.0	0.0	333.04063900525364	1220.0	871.6910221576691	108.58183169364929	539.3167446762186	616.8038821220398	146.30530834197998	767.3869052001816	1526.0	585600.0
610000	1.5	500.0	70774.39466254566	-167.18469620231366	92.73043320230444	1220.0	-91.23043320230444	2.0	-0.024682345230409748	0.0023593314819005708	-0.2790530108390971	0.4979654474461333	0.541153451863756	1.0391189018462574	4183.0	0.0	333.04063900525364	1220.0	911.4479460716248	113.5138168334961	537.37951644667	640.6971352100372	157.23699402809143	764.4741309441557	1525.0	610000.0
634400	1.5	520.0	72759.72558921177	-161.02674826287463	99.26654633330578	1220.0	-97.76654633330578	2.0	-0.02889879694842594	0.0030921883894250704	-0.32553609428887664	0.4800614378553755	0.5497660584589273	1.0298274955216873	4371.0	0.0	333.04063900525364	1220.0	972.2265758514404	124.50058269500732	509.55584806707935	668.4608571529388	179.26513600349426	748.3550169764967	1524.0	634400.0
658800	1.5	540.0	74896.17418420505	-154.6843895405445	106.822429749664	1220.0	-105.322429749664	2.0	-0.02123500966526409	0.0015281725212060607	-0.37590524633514105	0.44073315487897147	0.5580253553517319	0.9987585103892261	4559.0	0.0	333.04063900525364	1220.0	1043.4246349334717	130.15633082389832	506.16055003222027	720.2878861427307	192.98041796684265	721.3652297309527	1523.0	658800.0
683200	1.5	560.0	77087.09676964427	-151.208756471874	109.5461292719605	1220.0	-108.0461292719605	2.0	-0.0021541316032488923	0.0006674887030230626	-0.42324179823094216	0.4125284338568117	0.5441974365013712	0.956725870041137	4747.0	0.0	333.04063900525364	1220.0	1094.6682381629944	135.28585267066956	505.00476325720064	754.1648709774017	205.2175145149231	712.1248110568584	1522.0	683200.0
