Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/nu_loss	loss/nu_value	loss/actor_loss	loss/kl	loss/entropy	loss/vf0	loss/vf1	loss/vf_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
10272400	1.5	8420.0	2602298.3119742665	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.022723487392563305	0.007734236454257855	-4.079376971468013	9.117820701763622e-09	0.6920890768474721	0.6920890768474721	66693.0	0.0	333.04063900525364	1220.0	12285.475104093552	1542.9932680130005	665.7449655129312	8988.02933883667	1754.4524972438812	956.2408535333337	1129.0	10272400.0
10296800	1.5	8440.0	2608959.1247543716	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.017331882724241212	0.0026058478051128723	-4.081849420324284	9.995286924376935e-09	0.7016788683039078	0.7016788683039078	66881.0	0.0	333.04063900525364	1220.0	12312.361414909363	1546.49191904068	665.8166055201448	9008.411884784698	1757.4576110839844	956.4299478041523	1128.0	10296800.0
10321200	1.5	8460.0	2615620.5295973276	-0.004956955267644543	333.07024214780597	1220.0	-331.57024214780597	2.0	-5.619703021712916e-05	5.0253055383774506e-05	-4.075436153310413	3.039732426314824e-06	0.6848808863061541	0.6848839253504225	67069.0	0.0	333.04063900525364	1220.0	12339.172289133072	1549.930852174759	665.913578371447	9028.949383974075	1760.2920529842377	956.6196159671572	1127.0	10321200.0
10345600	1.5	8480.0	2622281.3423774326	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-0.00011855532624820702	4.1540187122007686e-05	-4.065852753659513	7.777316060667773e-09	0.6976158079948829	0.6976158081534057	67257.0	0.0	333.04063900525364	1220.0	12365.501439094543	1553.399936914444	665.9971945505365	9049.145661115646	1762.9558410644531	956.8537622324359	1126.0	10345600.0
10370000	1.5	8500.0	2628942.77905914	-0.005013159945894704	333.0718340853747	1220.0	-331.5718340853747	2.0	4.163371006065875e-05	5.2013672175573755e-06	-4.062432182596083	3.158398822572635e-06	0.6900982473124847	0.690101403663767	67445.0	0.0	333.04063900525364	1220.0	12391.949383974075	1556.8800978660583	666.0756993562745	9069.376682758331	1765.6926033496857	957.0774054297652	1125.0	10370000.0
10394400	1.5	8520.0	2635603.591839245	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	2.5920371626853062e-06	9.276526889926633e-06	-4.063160789773817	7.214274740244804e-09	0.6928143143019778	0.6928143150945929	67633.0	0.0	333.04063900525364	1220.0	12418.525547027588	1560.3830709457397	666.1441150922004	9089.851335763931	1768.2911403179169	957.2908094452275	1124.0	10394400.0
10418800	1.5	8540.0	2642264.40461935	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.0018711126911202494	8.482264318389598e-05	-4.0686082180510175	9.580390180937961e-09	0.6926093844974295	0.6926093844974295	67821.0	0.0	333.04063900525364	1220.0	12444.838785171509	1563.8213160037994	666.2397994819688	9110.162812709808	1770.854656457901	957.520749279427	1123.0	10418800.0
10443200	1.5	8560.0	2648925.217399455	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.003204894475354019	0.00016250891182839034	-4.074851254199414	1.0573128583059814e-08	0.7006895177541895	0.7006895177541895	68009.0	0.0	333.04063900525364	1220.0	12471.216288089752	1567.3739869594574	666.2864183588196	9130.629741668701	1773.2125594615936	957.7541302956532	1122.0	10443200.0
10467600	1.5	8580.0	2655586.03017956	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.010168764108303995	0.0009099210919062661	-4.075032665374431	6.582862387581808e-09	0.6981633765266299	0.6981633765266299	68197.0	0.0	333.04063900525364	1220.0	12497.379482030869	1570.7899448871613	666.3908203685342	9150.956355810165	1775.6331813335419	957.9933394968829	1121.0	10467600.0
10492000	1.5	8600.0	2662246.842959665	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.006446640120826641	0.00015409261656068243	-4.071882384888671	1.1481901741440339e-08	0.698617103569051	0.698617103569051	68385.0	0.0	333.04063900525364	1220.0	12524.081672906876	1574.2088339328766	666.4935282943136	9171.733048915863	1778.139790058136	958.1846432641403	1120.0	10492000.0
10516400	1.5	8620.0	2668907.6557397703	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-1.6539199660133403e-05	5.065805782912342e-06	-4.0686020622862165	7.915964517449547e-09	0.6852716434192151	0.6852716434192151	68573.0	0.0	333.04063900525364	1220.0	12550.92062497139	1577.7312307357788	666.5520587492998	9192.378566741943	1780.8108274936676	958.3722309144167	1119.0	10516400.0
10540800	1.5	8640.0	2675569.07454236	-0.005270272255569961	333.07094012949284	1220.0	-331.57094012949284	2.0	-4.6195858808363116e-05	1.1817990682968546e-05	-4.070713431277175	3.48123484191327e-06	0.7028844456406351	0.7028879258543883	68761.0	0.0	333.04063900525364	1220.0	12577.343050003052	1581.1616306304932	666.649113904745	9212.68072772026	1783.500691652298	958.5873129948285	1118.0	10540800.0
10565200	1.5	8660.0	2682229.887322465	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-0.0006287035698249465	0.000217868340208023	-4.060845867116402	1.195449056530665e-08	0.6972620495139285	0.6972620525258647	68949.0	0.0	333.04063900525364	1220.0	12604.040569782257	1584.6961524486542	666.7019405376087	9233.018784761429	1786.325632572174	958.786621042607	1117.0	10565200.0
10589600	1.5	8680.0	2688890.70010257	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	1.0280333976589505e-05	5.288718439453774e-06	-4.052676388557923	1.0571797933521265e-08	0.7032216289576069	0.7032216289576069	69137.0	0.0	333.04063900525364	1220.0	12630.627502202988	1588.1859104633331	666.7733248502764	9253.30797457695	1789.1336171627045	958.9908094167865	1116.0	10589600.0
10614000	1.5	8700.0	2695551.512882675	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-3.8366713619944534e-05	3.1109613886162556e-05	-4.058916634701669	8.116239505532516e-09	0.6964413233576937	0.6964413233576937	69325.0	0.0	333.04063900525364	1220.0	12656.880720853806	1591.6893813610077	666.8386510767745	9273.515597343445	1791.675742149353	959.2242623150628	1115.0	10614000.0
10638400	1.5	8720.0	2702212.939955159	-0.004985929803691652	333.0713536242116	1220.0	-331.5713536242116	2.0	2.5707971369055053e-05	4.109347611468346e-06	-4.060472810522038	3.1083751296258384e-06	0.6951266395601822	0.695129747086383	69513.0	0.0	333.04063900525364	1220.0	12683.536676168442	1595.1689102649689	666.9136999562564	9294.11829328537	1794.249472618103	959.4198374906796	1114.0	10638400.0
10662800	1.5	8740.0	2708874.2915388364	-0.00484419206983973	333.06757918386313	1220.0	-331.56757918386313	2.0	-9.924657864216223e-05	3.552293704866857e-05	-4.064148027846153	2.9624315287476936e-06	0.6829790682234664	0.6829820280062396	69701.0	0.0	333.04063900525364	1220.0	12709.94369006157	1598.5964262485504	667.0101236884752	9314.304126262665	1797.043137550354	959.6316042363442	1113.0	10662800.0
10687200	1.5	8760.0	2715535.1043189415	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-7.008386488605736e-05	4.2084181857601256e-05	-4.0740310638508905	8.99151787777215e-09	0.7002192768961826	0.7002192768961826	69889.0	0.0	333.04063900525364	1220.0	12736.564469099045	1602.166567325592	667.0467489431858	9334.454689264297	1799.9432125091553	959.836364236433	1112.0	10687200.0
10711600	1.5	8780.0	2722195.9170990465	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-4.075335396300167e-05	3.701072360622387e-05	-4.071262719783379	9.75030870227164e-09	0.694972110079958	0.694972110079958	70077.0	0.0	333.04063900525364	1220.0	12763.220084905624	1605.5826425552368	667.1472222041967	9354.902802467346	1802.7346398830414	960.0240243819547	1111.0	10711600.0
10736000	1.5	8800.0	2728856.7298791516	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	2.5596863523899006e-05	1.5187541408822465e-05	-4.07186828268335	8.208854683470664e-09	0.6884258112057722	0.6884258112057722	70265.0	0.0	333.04063900525364	1220.0	12789.700865983963	1609.008843421936	667.2430697874456	9375.161812543869	1805.530210018158	960.22678903375	1110.0	10736000.0
10760400	1.5	8820.0	2735517.5426592566	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	7.331937322692759e-06	3.879794036870312e-06	-4.070827093530211	9.625252070554836e-09	0.6853991631180686	0.6853991631180686	70453.0	0.0	333.04063900525364	1220.0	12816.549942970276	1612.4943103790283	667.3139824890725	9395.659994602203	1808.3956379890442	960.4022286982665	1109.0	10760400.0
10784800	1.5	8840.0	2742178.3554393617	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	1.5594490571644166e-05	3.662660211860383e-06	-4.0676716134903295	8.951425383435877e-09	0.6879595689317013	0.6879595689317013	70641.0	0.0	333.04063900525364	1220.0	12843.164061069489	1615.9406123161316	667.4007644712958	9415.899020433426	1811.324428319931	960.5936899026907	1108.0	10784800.0
10809200	1.5	8860.0	2748839.1682194667	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-3.0145373204233796e-05	8.347906646606061e-06	-4.064231748276568	8.361767061266035e-09	0.6949680024322044	0.6949680024322044	70829.0	0.0	333.04063900525364	1220.0	12869.580964803696	1619.3633353710175	667.4968960887009	9436.081272602081	1814.136356830597	960.7991912726299	1107.0	10809200.0
10833600	1.5	8880.0	2755499.9809995717	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-5.1823895048189734e-05	2.100553235071617e-05	-4.066841592179967	9.959110472471875e-09	0.6872530812595753	0.6872530812595753	71017.0	0.0	333.04063900525364	1220.0	12896.54439496994	1622.8299577236176	667.574563092029	9456.78276848793	1816.9316687583923	960.9610089295624	1106.0	10833600.0
10858000	1.5	8900.0	2762161.4003083888	-0.004892506107850752	333.0709654408539	1220.0	-331.5709654408539	2.0	-2.75412170827002e-05	4.030368399690678e-05	-4.06515959222266	3.0002834875396386e-06	0.6952324799717737	0.6952354771659731	71205.0	0.0	333.04063900525364	1220.0	12922.961410999298	1626.2567718029022	667.6682420797913	9476.999306440353	1819.7053327560425	961.1652554255323	1105.0	10858000.0
10882400	1.5	8920.0	2768822.213088494	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	8.158819322575933e-06	3.4670508158980885e-07	-4.058766803842907	7.34503144358199e-09	0.6892779635939196	0.6892779635939196	71393.0	0.0	333.04063900525364	1220.0	12949.788764953613	1629.8270699977875	667.7027397768509	9497.371631383896	1822.59006357193	961.3460092227341	1104.0	10882400.0
10906800	1.5	8940.0	2775483.025868599	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-1.7741922033081275e-05	1.3073750186235206e-05	-4.055287746672935	1.2482497295843217e-08	0.6889428964003601	0.6889428964003601	71581.0	0.0	333.04063900525364	1220.0	12976.342746257782	1633.2495880126953	667.7975050507235	9517.731896400452	1825.361261844635	961.5366679830225	1103.0	10906800.0
10931200	1.5	8960.0	2782144.3762921947	-0.0048969874026746196	333.06752117979704	1220.0	-331.56752117979704	2.0	1.999095565450871e-05	9.841097465823625e-07	-4.052738073024343	3.0069970574972816e-06	0.695826419331926	0.6958294249278436	71769.0	0.0	333.04063900525364	1220.0	13002.764512062073	1636.685730934143	667.8863139938898	9537.977872133255	1828.1009089946747	961.7388908257441	1102.0	10931200.0
10955600	1.5	8980.0	2788805.1890722997	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-0.0002001377539040441	8.142163070512283e-05	-4.059252292551894	1.060508866303241e-08	0.6987468286397608	0.6987468295908985	71957.0	0.0	333.04063900525364	1220.0	13029.625632047653	1640.138699054718	667.9678984657932	9558.560789108276	1830.9261438846588	961.9046111957812	1101.0	10955600.0
10980000	1.5	9000.0	2795466.001852405	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-8.082052521244125e-06	7.406479052493292e-06	-4.063081411605181	1.0194960176304909e-08	0.7048950683563309	0.7048950683563309	72145.0	0.0	333.04063900525364	1220.0	13056.172824144363	1643.6105728149414	668.0414559024784	9578.894743204117	1833.6675081253052	962.0977093659196	1100.0	10980000.0
11004400	1.5	9020.0	2802126.81463251	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-4.670993261475202e-06	7.605149213024095e-06	-4.06269856970361	6.9543164914641576e-09	0.6938397378680553	0.6938397378680553	72333.0	0.0	333.04063900525364	1220.0	13082.99646115303	1647.0730566978455	668.1185121237006	9599.2186024189	1836.7048020362854	962.2659763279743	1099.0	11004400.0
11028800	1.5	9040.0	2808787.627412615	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-0.00023341229896377245	9.656279659450175e-05	-4.072711097433211	1.0843118785831387e-08	0.692585847162186	0.692585847162186	72521.0	0.0	333.04063900525364	1220.0	13109.781415939331	1650.5809915065765	668.1768454108637	9619.668565511703	1839.531858921051	962.4406233863338	1098.0	11028800.0
11053200	1.5	9060.0	2815448.44019272	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.002913777310203976	0.000330635146383429	-4.0911742372715745	8.201692372537199e-09	0.6861492988276989	0.6861492988276989	72709.0	0.0	333.04063900525364	1220.0	13136.52543592453	1654.064659357071	668.2447350212017	9640.123800516129	1842.3369760513306	962.6159596866673	1097.0	11053200.0
11077600	1.5	9080.0	2822109.252972825	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.014761502580413373	0.01567430756465504	-4.093570015954629	7.937195695022065e-09	0.6811870406282706	0.6811870406282706	72850.0	0.0	333.04063900525364	1220.0	13162.867763996124	1657.5474245548248	668.312703208185	9660.782082557678	1844.5382568836212	962.8241259849989	1096.0	11077600.0
11102000	1.5	9100.0	2828770.06575293	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.017205355371883575	0.03548029736223126	-4.0880176057206805	1.0063816975986733e-08	0.6732622220161112	0.6732622220161112	72897.0	0.0	333.04063900525364	1220.0	13188.52790093422	1661.055507659912	668.3701988767642	9682.084522724152	1845.3878705501556	963.0905736523343	1095.0	11102000.0
11126400	1.5	9120.0	2835430.878533035	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.006912880273569287	0.0007942772440915328	-4.08914090471065	1.0484089402775692e-08	0.6912871622975832	0.6912871622975832	73085.0	0.0	333.04063900525364	1220.0	13214.956607103348	1664.5115585327148	668.4483470819538	9702.350824832916	1848.0942237377167	963.2875575973492	1094.0	11126400.0
11150800	1.5	9140.0	2842091.69131314	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.013638296178195307	0.010067767614542554	-4.095018719105009	7.6501506406297e-09	0.6911098947550388	0.6911098947550388	73273.0	0.0	333.04063900525364	1220.0	13241.885652065277	1667.9918475151062	668.5164568766883	9723.091613769531	1850.8021907806396	963.4441259186398	1093.0	11150800.0
11175200	1.5	9160.0	2848752.504093245	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.016375025824713015	0.004292842967582308	-4.099426672813743	9.921434553349777e-09	0.6853021633751848	0.6853021633751848	73461.0	0.0	333.04063900525364	1220.0	13268.278915166855	1671.4594595432281	668.5893538245869	9743.334357738495	1853.4850978851318	963.643526810347	1092.0	11175200.0
11199600	1.5	9180.0	2855413.31687335	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.010081498580241694	0.0030863870272761977	-4.101360625409065	9.072088550836916e-09	0.6885485035624908	0.6885485035624908	73649.0	0.0	333.04063900525364	1220.0	13295.254206895828	1675.0213403701782	668.6243171997378	9763.93695473671	1856.2959117889404	963.8016835499601	1091.0	11199600.0
11224000	1.5	9200.0	2862074.727755778	-0.004848171689838256	333.07054412140275	1220.0	-331.57054412140275	2.0	0.005669710660437517	0.0004473925383993132	-4.107320602903974	1.5115187375400607e-06	0.6916235341353625	0.69162504327424	73837.0	0.0	333.04063900525364	1220.0	13321.699858903885	1678.4555473327637	668.709994604032	9784.263932704926	1858.9803788661957	963.992483507842	1090.0	11224000.0
11248400	1.5	9220.0	2868735.540535883	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.004235996867213002	0.00013630893663551605	-4.112249458089788	9.469097543893302e-09	0.6810403800708179	0.6810403813390018	74025.0	0.0	333.04063900525364	1220.0	13348.108206033707	1681.901132106781	668.7907978223454	9804.500235795975	1861.706838130951	964.1865542691512	1089.0	11248400.0
11272800	1.5	9240.0	2875396.353315988	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.00020224829627005282	4.075790029752569e-05	-4.116024785853446	1.2383987060413283e-08	0.6891132158801915	0.6891132158801915	74213.0	0.0	333.04063900525364	1220.0	13374.786031961441	1685.3467671871185	668.8712506812207	9824.994879961014	1864.4443848133087	964.3576346703088	1088.0	11272800.0
11297200	1.5	9260.0	2882057.166096093	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.0029202845144414395	0.0004992083198984841	-4.125593056070041	6.154155367343633e-09	0.6887839303371756	0.6887839303371756	74401.0	0.0	333.04063900525364	1220.0	13401.335551977158	1688.7853951454163	668.9541508633921	9845.343657970428	1867.2064988613129	964.5380253428862	1087.0	11297200.0
11321600	1.5	9280.0	2888717.978876198	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.01447343124334324	0.10343713750122101	-4.130343112539737	7.595035890986123e-09	0.6785293735088186	0.6785293735088186	74448.0	0.0	333.04063900525364	1220.0	13426.023055791855	1692.3555941581726	668.9847003242659	9865.623167037964	1868.0442945957184	964.8816141260995	1086.0	11321600.0
11346000	1.5	9300.0	2895378.791656303	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.01253610120174733	0.040582483049179933	-4.133237767726818	8.706180608593262e-09	0.6919503364157169	0.6919503364157169	74495.0	0.0	333.04063900525364	1220.0	13451.017097949982	1695.830331325531	669.0527814260462	9886.290545225143	1868.8962213993073	965.1909599780905	1085.0	11346000.0
11370400	1.5	9320.0	2902039.6044364083	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.019015744794160128	0.16274397504980698	-4.134949765306836	1.0383458216176918e-08	0.6930361111113367	0.6930361111113367	74542.0	0.0	333.04063900525364	1220.0	13475.556996822357	1699.3053743839264	669.1204636554671	9906.502726316452	1869.7488961219788	965.5364342194317	1084.0	11370400.0
11394800	1.5	9340.0	2908700.4172165133	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.010925220583189042	0.039785154113321786	-4.142151999980843	1.249015196706634e-08	0.6868653281572022	0.6868653281572022	74636.0	0.0	333.04063900525364	1220.0	13501.034482002258	1703.0047323703766	669.0997261140793	9926.74714756012	1871.282602071762	965.8222806528807	1083.0	11394800.0
11419200	1.5	9360.0	2915361.2299966183	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.014650764637329478	0.05480708913107285	-4.150460628753014	1.1690082944213334e-08	0.677668955731899	0.677668955731899	74683.0	0.0	333.04063900525364	1220.0	13525.77901005745	1706.4565675258636	669.1761289041378	9947.143278837204	1872.1791636943817	966.1467529566878	1082.0	11419200.0
11443600	1.5	9380.0	2922022.0427767234	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.013655353119557206	0.10614707690237606	-4.1513039406309735	9.006172989411738e-09	0.702041357121569	0.702041357121569	74730.0	0.0	333.04063900525364	1220.0	13550.400068044662	1709.9467315673828	669.237221764826	9967.386943101883	1873.0663933753967	966.4832650237571	1081.0	11443600.0
11468000	1.5	9400.0	2928682.8555568284	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.018752328496664136	0.11620266053680403	-4.150300198412958	6.8179417289176385e-09	0.6916639399021229	0.6916639399021229	74777.0	0.0	333.04063900525364	1220.0	13575.33054804802	1713.5098223686218	669.269580500422	9987.91219997406	1873.9085257053375	966.7993021655753	1080.0	11468000.0
11492400	1.5	9420.0	2935343.6683369335	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.018475249062906565	0.04653598691269982	-4.150594477957866	6.293846262128934e-09	0.6745165142607182	0.6745165142607182	74871.0	0.0	333.04063900525364	1220.0	13600.494673967361	1716.8978214263916	669.3700613151318	10008.240502119064	1875.3563504219055	967.0809387599409	1079.0	11492400.0
11516800	1.5	9440.0	2942004.4811170385	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.015378439145043808	0.15395153402549	-4.154476622317699	6.920433370568841e-09	0.6958772812752013	0.6958772812752013	74918.0	0.0	333.04063900525364	1220.0	13625.012909173965	1720.3896956443787	669.4297245070593	10028.43679523468	1876.1864182949066	967.4224705332273	1078.0	11516800.0
11541200	1.5	9460.0	2948665.2938971436	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.023887636318327268	0.24365822814325694	-4.156712917571371	8.050292394876033e-09	0.7011916104783406	0.7011916104783406	74965.0	0.0	333.04063900525364	1220.0	13649.825286865234	1723.8412325382233	669.5048118211254	10048.978540182114	1877.0055141448975	967.7356558105238	1077.0	11541200.0
11565600	1.5	9480.0	2955326.1066772486	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.026612566784024235	1.6971129403892962	-4.155957394457877	9.43589960776743e-09	0.6880956450675395	0.6880956450675395	75012.0	0.0	333.04063900525364	1220.0	13674.453914165497	1727.3789534568787	669.5461917522267	10069.20165014267	1877.8733105659485	968.0695934391298	1076.0	11565600.0
11590000	1.5	9500.0	2961986.9194573537	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.02379547064489824	1.4302535964118164	-4.157606358223773	1.1388072215730913e-08	0.671859994213632	0.671859994213632	75059.0	0.0	333.04063900525364	1220.0	13699.69773697853	1730.860909461975	669.6089753163739	10090.120445013046	1878.7163825035095	968.3480664849901	1075.0	11590000.0
11614400	1.5	9520.0	2968647.7322374587	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.017726792953908447	2.7546994926109463	-4.160110047523011	1.214680074727002e-08	0.6870507173081658	0.6870507173081658	75106.0	0.0	333.04063900525364	1220.0	13724.616395950317	1734.2996146678925	669.688207376099	10110.782884836197	1879.533896446228	968.6483027813533	1074.0	11614400.0
11638800	1.5	9540.0	2975308.5450175637	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.014758687317767678	0.7571089984824325	-4.158645832792241	1.2054378167042712e-08	0.6912977067714041	0.6912977067714041	75153.0	0.0	333.04063900525364	1220.0	13749.104779958725	1737.7050235271454	669.7799593383166	10131.044842004776	1880.3549144268036	968.9794891530382	1073.0	11638800.0
11663200	1.5	9560.0	2981969.357797669	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.018897707276838892	0.9409518911146578	-4.157564477717623	1.0067923553948577e-08	0.6761345996501599	0.6761345996501599	75200.0	0.0	333.04063900525364	1220.0	13773.905513048172	1741.208696603775	669.8335485429778	10151.40535402298	1881.2914624214172	969.2922690498254	1072.0	11663200.0
11687600	1.5	9580.0	2988630.170577774	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.018564392515319456	0.6423830811848911	-4.157601823198036	8.128531691713977e-09	0.6781965418064847	0.6781965418064847	75247.0	0.0	333.04063900525364	1220.0	13798.664774894714	1744.6626675128937	669.9060063376764	10171.884251117706	1882.1178562641144	969.6032816223387	1071.0	11687600.0
11712000	1.5	9600.0	2995290.983357879	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.016616244904419524	1.6528804218582314	-4.158658118958168	7.00153470897979e-09	0.675116188348608	0.675116188348608	75294.0	0.0	333.04063900525364	1220.0	13823.177196025848	1748.134928703308	669.9711679971672	10192.090747117996	1882.951520204544	969.9344930406576	1070.0	11712000.0
11736400	1.5	9620.0	3001951.796137984	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.013634536960261295	0.9094721006831413	-4.157577129120523	6.646553737648156e-09	0.7002362158704314	0.7002362158704314	75341.0	0.0	333.04063900525364	1220.0	13848.022119045258	1751.646592617035	670.0209990683861	10212.550072193146	1883.825454235077	970.2410423980517	1069.0	11736400.0
11760800	1.5	9640.0	3008612.608918089	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.02141057464115797	0.6768370688858224	-4.157104766115229	6.860460407802683e-09	0.6917146621866431	0.6917146621866431	75388.0	0.0	333.04063900525364	1220.0	13872.715564012527	1755.0594055652618	670.108371415048	10233.00862812996	1884.6475303173065	970.5507274854882	1068.0	11760800.0
11785200	1.5	9660.0	3015273.421698194	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.020662370494547045	0.48623360623094686	-4.157673237171581	7.722394241801929e-09	0.69003212515344	0.69003212515344	75435.0	0.0	333.04063900525364	1220.0	13897.231207847595	1758.5404155254364	670.1694141319286	10253.228736162186	1885.4620561599731	970.879001832245	1067.0	11785200.0
11809600	1.5	9680.0	3021934.234478299	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-0.01634693411277964	0.7878704560777245	-4.159659761063596	9.00236915745783e-09	0.6921701526388209	0.6921701526388209	75482.0	0.0	333.04063900525364	1220.0	13922.020829916	1762.068516254425	670.212303951909	10273.714676141739	1886.2376375198364	971.1880191118876	1066.0	11809600.0
11834000	1.5	9700.0	3028595.047258404	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-0.01337999123287328	0.5145338950336581	-4.16057223462044	1.0460989464737646e-08	0.7001871739296202	0.7001871739296202	75529.0	0.0	333.04063900525364	1220.0	13946.854430913925	1765.5416941642761	670.2758727882467	10294.304960250854	1887.0077764987946	971.4880699432463	1065.0	11834000.0
11858400	1.5	9720.0	3035255.860038509	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	-0.014999115760339065	0.2524552572519516	-4.160649786604212	1.1654799621850244e-08	0.683353838134319	0.683353838134319	75576.0	0.0	333.04063900525364	1220.0	13971.444211959839	1768.990144252777	670.3485623436867	10314.715948343277	1887.7381193637848	971.8045185175024	1064.0	11858400.0
11882800	1.5	9740.0	3041916.672818614	-0.005211513331014554	333.04063900525495	1220.0	-331.54063900525495	2.0	0.0004949779150650856	0.26669500136066493	-4.16145651391212	3.4951252667472607e-06	0.6819230026387153	0.6819264945831703	75623.0	0.0	333.04063900525364	1220.0	13996.517076015472	1772.5357823371887	670.3842099216669	10335.51040148735	1888.4708921909332	972.0891839179492	1063.0	11882800.0
11907200	1.5	9760.0	3048577.485598719	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.01553790620032777	0.232875443650552	-4.162491352000136	2.0499329250626828e-08	0.6783837758480236	0.6783837878957709	75670.0	0.0	333.04063900525364	1220.0	14021.01392698288	1775.9797451496124	670.4580968628621	10355.841841459274	1889.192340373993	972.4105154124863	1062.0	11907200.0
11931600	1.5	9780.0	3055238.2983788243	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.012257313534141853	0.16393094180935763	-4.1622893658090145	6.716093685915994e-09	0.681855577737727	0.681855577737727	75717.0	0.0	333.04063900525364	1220.0	14045.471349954605	1779.4639179706573	670.5165459947667	10376.091446399689	1889.915985584259	972.7370594027221	1061.0	11931600.0
11956000	1.5	9800.0	3061899.1111589293	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.01445292065197483	1.1129494738661958	-4.163281258116377	4.456347801411984e-09	0.6812951945243996	0.6812951945243996	75764.0	0.0	333.04063900525364	1220.0	14070.204888105392	1782.9109888076782	670.5887212011395	10396.667202472687	1890.6266968250275	973.0376841302177	1060.0	11956000.0
11980400	1.5	9820.0	3068559.9239390343	0.0	333.04063900525495	1220.0	-331.54063900525495	2.0	0.01579641951049896	0.4193809158608387	-4.162389247975451	5.07446081372259e-09	0.6870191382600908	0.6870191382600908	75811.0	0.0	333.04063900525364	1220.0	14094.624410152435	1786.3403477668762	670.667267577359	10416.939534664154	1891.344527721405	973.3607007505148	1059.0	11980400.0
