Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
5782800	1.5	4740.0	536115.1726941608	-237.24506000586933	43.61880058255781	1220.0	0.06123297738708229	15.331069346481918	0.00020252008587394416	-4.72814846286015e-05	9.505721485047019e-06	3.03655527669105e-06	0.7368363776105515	0.09652839630762951	0.8333647723527665	0.2083506987608493	0.16138002506278926	43945.0	0.0	333.04063900525364	1220.0	9755.994349956512	1373.2276380062103	421.11007963661797	7903.567595720291	479.199116230011	689.8438425771956	1313.0	5782800.0
5807200	1.5	4760.0	537010.2497176339	-233.94761476669288	44.75385117365246	1220.0	0.06052186603126185	15.522953860732944	-0.0006117994370992596	0.00059471615562909	-1.0339114844601791e-06	4.287071832782493e-05	0.6694999045514048	0.09465213833337136	0.7641520417751149	0.19103697679461323	0.16372695319513061	44133.0	0.0	333.04063900525364	1220.0	9792.66419506073	1377.3232839107513	421.62940740471055	7934.715686559677	480.6252245903015	690.0730536425091	1312.0	5807200.0
5831600	1.5	4780.0	537901.4651009938	-235.57797713820577	44.560769167987914	1220.0	0.0608964255178873	15.421325085924245	-0.0084601562839259	0.002909896059947564	-0.00033799100769227325	0.000348538062853356	0.6646796582227061	0.08760504210565954	0.7522847015172874	0.18773318391214033	0.1811334849830638	44321.0	0.0	333.04063900525364	1220.0	9823.268127918243	1381.552358865738	422.10488531811967	7959.693260669708	482.02250838279724	690.8074329366501	1311.0	5831600.0
5856000	1.5	4800.0	538720.8387568077	-245.3985927749894	40.968682790698026	1220.0	0.061495111804604284	15.2614551084551	-0.0017407919605946212	0.0012125752007395543	-3.2482746711649136e-05	6.59705235986931e-05	0.7058870643377306	0.0807180284978227	0.7866050930733378	0.19661879087699233	0.2057650987296663	44509.0	0.0	333.04063900525364	1220.0	9853.647636175156	1385.7118747234344	422.5986734196647	7984.483367681503	483.4523937702179	691.5498847615328	1310.0	5856000.0
5880400	1.5	4820.0	539538.7176567644	-244.5543656798387	40.893944997832335	1220.0	0.06143481555559409	15.27741519131073	0.0002307622771356964	-9.976575249179451e-05	8.047747381574276e-06	9.963450373506168e-06	0.7678005337081057	0.08061108427082607	0.8484116158586863	0.21211095225620788	0.21105700659942112	44697.0	0.0	333.04063900525364	1220.0	9883.641297101974	1389.9740345478058	423.05826251733146	8008.794815301895	484.87244725227356	692.3275680841398	1309.0	5880400.0
5904800	1.5	4840.0	540357.1037197263	-246.1859261747136	40.919303148096986	1220.0	0.061346198530130173	15.300928565424478	0.00022331247740286464	-0.0018464430910906696	-9.957289526199625e-05	9.564589678081979e-05	0.7233097052320521	0.0802534692821668	0.8035631769515101	0.2007912214290588	0.20008452720147502	44885.0	0.0	333.04063900525364	1220.0	9913.282706260681	1394.0344886779785	423.5763209560023	8032.985679388046	486.2625381946564	693.1128016452442	1308.0	5904800.0
5929200	1.5	4860.0	541202.4138204295	-241.53125673578012	42.265505035156835	1220.0	0.06053010161641889	15.520705785974567	-0.0007365377121536864	0.0005414950797166192	-1.180594971781688e-05	2.4093369867667673e-05	0.7410219952147059	0.08699121342060413	0.8280132089523562	0.20699149655534868	0.19486398107193897	45073.0	0.0	333.04063900525364	1220.0	9942.942218065262	1398.1033735275269	424.08881290659883	8057.088650226593	487.75019431114197	693.892548224034	1307.0	5929200.0
5953600	1.5	4880.0	542002.4309154935	-249.56207671971916	40.00085475320147	1220.0	0.06137942834408126	15.292103510547417	-0.0016548204098882633	0.0010280075145233918	-3.8473417116283444e-05	4.8422046637960134e-05	0.7658513920738339	0.07539313930542543	0.8412445317557514	0.21027265948818083	0.20634801606548586	45261.0	0.0	333.04063900525364	1220.0	9974.24101614952	1402.7105672359467	424.43538525068794	8082.359954118729	489.1704947948456	694.5784111114729	1306.0	5953600.0
5978000	1.5	4900.0	542817.2490043285	-247.00484802329532	40.74090444175074	1220.0	0.060891210765503634	15.422731416050683	-0.0009034517588975662	0.0006713301797603017	-1.4134164800603576e-05	3.715722309704125e-05	0.7669376483623014	0.08345148530095182	0.8503891340595608	0.21258314960497496	0.21735627386481207	45449.0	0.0	333.04063900525364	1220.0	10004.076904058456	1406.7777953147888	424.9427322431065	8106.70969414711	490.5894145965576	695.3346538705656	1305.0	5978000.0
6002400	1.5	4920.0	543651.5778676887	-245.2943792011336	41.716443168012376	1220.0	0.06055040752386787	15.515165477719007	-0.0035574328379725352	0.0017903928937231923	-0.00010699498673877494	0.00022609006841679377	0.7585484978366404	0.09273080385111745	0.851279301212189	0.21271283013072428	0.23146376758813858	45637.0	0.0	333.04063900525364	1220.0	10033.54541516304	1410.9946384429932	425.40204168483154	8130.513829231262	492.0369474887848	696.1281128324381	1304.0	6002400.0
6026800	1.5	4940.0	544417.5819076173	-252.50693983454676	38.3002019964255	1220.0	0.061480954533071605	15.265199647511714	-0.0016456881514502737	0.0011126562256980296	-3.277131090850815e-05	-4.127621263676779e-05	0.8533203681098656	0.07016926070556362	0.9234896273689073	0.23083963617682457	0.2461037786400065	45825.0	0.0	333.04063900525364	1220.0	10106.490751981735	1418.927925825119	424.74320860908864	8192.289348125458	495.27347803115845	693.7273572116727	1303.0	6026800.0
6051200	1.5	4960.0	545191.4143818521	-256.1821091941356	38.69162371174393	1220.0	0.06119011574889021	15.34250871666535	-0.001232368437179484	0.0009825717954415874	-1.528508610487109e-05	1.4365664288135955e-05	0.8459214200364786	0.07358904580209165	0.9195104656701394	0.22986233083808677	0.25716400130632083	46013.0	0.0	333.04063900525364	1220.0	10153.531383991241	1424.4223957061768	424.81780813338275	8231.892381191254	497.21660709381104	693.2208096062309	1302.0	6051200.0
6075600	1.5	4980.0	545953.2826410128	-256.1240056931213	38.09341295803201	1220.0	0.06138074997573188	15.291752713926925	-0.0029186985168749707	0.001760621143980547	-7.108365924731766e-05	-2.2048407698364712e-05	0.833246149598284	0.07361580197639918	0.9068619513765295	0.22664440454954787	0.27012253520970647	46201.0	0.0	333.04063900525364	1220.0	10201.038049936295	1430.20663189888	424.80574935759097	8271.743310213089	499.08810782432556	692.705139390251	1301.0	6075600.0
6100000	1.5	5000.0	546700.4816690914	-257.946597617713	37.359951403928214	1220.0	0.06145144775599908	15.2730096119237	0.0005780968175268427	-0.0006206780829203087	-2.6166801623261904e-06	-1.7865374105740356e-05	0.8640773264651601	0.07215621465064108	0.9362335439692151	0.2340557687777153	0.27684775121668564	46389.0	0.0	333.04063900525364	1220.0	10262.281651258469	1435.1448698043823	425.044197860768	8324.970458984375	502.1663224697113	691.0508074165305	1300.0	6100000.0
6124400	1.5	5020.0	547437.0099259245	-258.46298425807237	36.82641284165164	1220.0	0.06148550496134044	15.263995890230696	-0.008418627832028546	0.001673742841453628	-0.0004147126719027058	0.004420060581859364	0.9024071966079957	0.07246474266805233	0.9748719382159254	0.24330327152571776	0.2814121311332319	46577.0	0.0	333.04063900525364	1220.0	10299.538868904114	1439.953276872635	425.3193557294643	8355.778737068176	503.8068549633026	691.2738678780224	1299.0	6124400.0
6148800	1.5	5040.0	548169.5872444814	-262.4048352826529	36.62886592784607	1220.0	0.06145645790804206	15.271682977504343	-0.020483518159264656	0.0054295196654919045	-0.0009251653892720115	0.010841886031793114	0.9030588874791534	0.06697110135227126	0.9700299875533326	0.24158233142596608	0.3043426551083301	46765.0	0.0	333.04063900525364	1220.0	10345.101924180984	1444.8857910633087	425.55612616793917	8394.709483861923	505.50664925575256	690.8596272308865	1298.0	6148800.0
6173200	1.5	5060.0	548902.025179666	-273.6152999437588	36.62189675922564	1220.0	0.06139151681574198	15.288895467452932	0.0022268054236384218	-2.1859356685185025e-05	0.00013536498521179465	0.0025037904164724118	1.031068590410212	0.07113722864379908	1.1022058173697047	0.2756868198989556	0.3111521749103322	46953.0	0.0	333.04063900525364	1220.0	10385.921324014664	1451.8565871715546	425.19351115982926	8426.1001226902	507.9646141529083	690.9732783267616	1297.0	6173200.0
6197600	1.5	5080.0	549605.4470885699	-269.96717181799465	35.17109544519148	1220.0	0.0616021830281257	15.233190949473821	-0.00279132435172598	0.0018526396591543274	-5.782502505711136e-05	0.0001987847307587953	0.9409108317278805	0.07059185476379189	1.0115026837967822	0.25281784635909055	0.31168967865883024	47141.0	0.0	333.04063900525364	1220.0	10423.409596204758	1456.875344991684	425.4035886670439	8456.900603532791	509.6336476802826	691.1923633327484	1296.0	6197600.0
6222000	1.5	5100.0	550333.6299631114	-270.5345729127954	36.40914372707433	1220.0	0.060840748211087294	15.436352763619784	-0.0038777604065042865	-0.0008874830382410433	-0.0002899209718311783	0.0016178447044791378	1.0385209499521464	0.07308660976667988	1.1116075617201777	0.2776119686821674	0.31243326911266817	47329.0	0.0	333.04063900525364	1220.0	10458.593690156937	1461.8816220760345	425.6158574019193	8485.4161465168	511.2959215641022	691.585987515906	1295.0	6222000.0
6246400	1.5	5120.0	551049.2273186613	-272.623680725448	35.77986777749466	1220.0	0.06135637819139559	15.298224071841265	-0.003368734039658523	0.0004833785874615523	-0.00017703495472672228	0.0006834875761574325	1.0469402452098573	0.07508162054371967	1.122021864069269	0.28032843134504687	0.29960976239848663	47517.0	0.0	333.04063900525364	1220.0	10496.238012075424	1467.0376393795013	425.78321321339644	8516.23594045639	512.9644322395325	691.7999094237579	1294.0	6246400.0
6270800	1.5	5140.0	551765.3235527627	-267.33452088809884	35.80481170507457	1220.0	0.06127782125876869	15.31911806683079	-0.024180406704545018	0.018849063021913567	-0.0003266931794951235	0.4189960234848029	0.9616079615785719	0.07467475367036268	1.0362827175475182	0.2587439871214806	0.29391600033070187	47611.0	0.0	333.04063900525364	1220.0	10533.725438117981	1472.2295761108398	425.93900447003995	8547.577011346817	513.9188506603241	692.0270224138252	1293.0	6270800.0
6295200	1.5	5160.0	552488.728040433	-264.16543724989003	36.170224383511474	1220.0	0.06101738922556119	15.388770688030087	0.008884684836610835	0.007393541136518754	0.0009932548707642789	0.0415464224358228	0.9283795902069578	0.0802629794529144	1.0086425783786368	0.2531539008338401	0.2849467073349242	47658.0	0.0	333.04063900525364	1220.0	10568.116130113602	1477.0201261043549	426.2094936108697	8576.634080171585	514.4619238376617	692.4577627630118	1292.0	6295200.0
6319600	1.5	5180.0	553233.6722350282	-261.58819354384775	37.24720972976029	1220.0	0.06049002670486233	15.531650826988601	-0.038285978217708315	0.014418510794441435	-0.0014437437587847997	0.16825849139825147	0.8503129494951126	0.07670110337277675	0.9270140566724411	0.23030977077940679	0.2854976508211582	47705.0	-56.43052080400439	263.77338329498235	1220.0	10602.272576093674	1482.0051910877228	426.4222580328283	8605.238525152206	515.0288598537445	692.9182811448763	1291.0	6319600.0
6344000	1.5	5200.0	554005.9187015223	-281.30715186407576	38.61232332470467	1220.0	0.06006988953864594	15.647275493267728	-0.012740685738266465	-0.009807423735532835	-0.0013544624289968808	0.004284494047324381	0.9981862956539111	0.06441344251420265	1.0625997385446058	0.26429547313997104	0.2758376420812403	47893.0	0.0	333.04063900525364	1220.0	10637.359785079956	1486.970141172409	426.6393671495005	8633.627661466599	516.7619824409485	693.3038096605997	1290.0	6344000.0
6368400	1.5	5220.0	554753.1208742755	-262.92617788728114	37.360108637660424	1220.0	0.060730895893332304	15.466083453739909	-0.002402020436265762	-9.776791789881052e-05	-0.00015181438357409507	0.007965333374004135	0.878868543087168	0.07563272485152844	0.954501264906944	0.23847350208683213	0.26231054660487685	48081.0	0.0	333.04063900525364	1220.0	10680.037119150162	1491.8484892845154	426.879810231551	8669.721192598343	518.4674372673035	693.1072332690151	1289.0	6368400.0
6392800	1.5	5240.0	555500.765835659	-258.9731087998337	37.3822480691782	1220.0	0.06065257748463893	15.487345492502165	-0.030430850315284225	0.009573910950108414	-0.0012650271787349938	0.24677722830761303	0.842780129706606	0.06988209850610569	0.9126622296394188	0.22690052967122262	0.25642153176855537	48128.0	0.0	333.04063900525364	1220.0	10714.59439921379	1496.655412197113	427.13906941446675	8698.916997909546	519.021989107132	693.5172828768077	1288.0	6392800.0
6417200	1.5	5260.0	556243.8735522475	-256.78262436904294	37.155385829426656	1220.0	0.06063687100769135	15.491616130277523	-0.0006305154880813443	0.0015123908112613252	5.347415839474668e-05	0.006438915841925412	0.874733905208872	0.07677890176072391	0.9515128084953791	0.23793167660528042	0.24666496960723652	48316.0	0.0	333.04063900525364	1220.0	10765.249675035477	1504.062931060791	426.65767950773534	8739.518667936325	521.6680760383606	692.9133573702119	1287.0	6417200.0
6441600	1.5	5280.0	557036.0427846613	-249.51933282340897	39.60846162068641	1220.0	0.05924650860388326	15.878631729776831	-7.103130399705235e-05	0.0005997197866313497	3.1322943138293527e-05	0.001962444267887126	0.7688806535715754	0.07386511918949955	0.8427457727016284	0.21071776589180563	0.23918775223354088	48504.0	0.0	333.04063900525364	1220.0	10798.71625328064	1508.7543551921844	426.9482290362285	8766.689850091934	523.272047996521	693.3935866115288	1286.0	6441600.0
6466000	1.5	5300.0	557812.0284054262	-252.58206212915644	38.79928103824464	1220.0	0.06019920605221909	15.611514762047888	-0.0004173106435894409	0.002065748290717353	9.92346347988577e-05	0.0028241603369601677	0.8145863375765215	0.074328599715645	0.8889149354493361	0.22232796798678145	0.2400505624394467	48692.0	0.0	333.04063900525364	1220.0	10839.783682107925	1519.270719051361	425.59893499674615	8794.933718204498	525.579244852066	693.7386413847702	1285.0	6466000.0
6490400	1.5	5320.0	558589.9056603293	-251.00400851978915	38.89386274515695	1220.0	0.06008027102910824	15.644398949457315	-0.00729882688462199	0.003681959535436149	-0.00021730237268952418	0.001768877405683792	0.8062125932663043	0.07496763124784574	0.8811802258516873	0.22007775457298503	0.25572699237060037	48880.0	0.0	333.04063900525364	1220.0	10896.401099920273	1526.978592157364	425.04852611130303	8838.28638124466	531.1361265182495	692.7214558445269	1284.0	6490400.0
6514800	1.5	5340.0	559318.0890616606	-263.5224097070457	36.409170066565636	1220.0	0.060502799818058006	15.5281607298698	-0.002930907671280365	0.0036857769947791297	4.567170800541323e-05	0.006859353922760767	0.8989133654122657	0.0673117252126178	0.9662250920813138	0.24160194507938754	0.2777968220254207	49068.0	0.0	333.04063900525364	1220.0	10953.88577413559	1536.1093242168427	424.11043910051467	8884.19436120987	533.5820887088776	691.7556426024752	1283.0	6514800.0
6539200	1.5	5360.0	560038.1043261489	-268.8278286846173	36.00076322441219	1220.0	0.06051440596585954	15.524990769374334	-0.006887101288389496	0.002010948645778278	-0.00029507747473450993	0.01641588125587193	0.9182854516709106	0.0708967118345677	0.9891821637432627	0.2470004645750877	0.2778081626017043	49256.0	0.0	333.04063900525364	1220.0	10996.923220872879	1543.201476097107	423.7424666374876	8917.964314222336	535.7574305534363	691.7064174872327	1282.0	6539200.0
6563600	1.5	5380.0	560796.4091426616	-257.5934031641682	37.915240825639145	1220.0	0.0594164001278177	15.830370029971197	-0.019661589822870612	0.003467138545795722	-0.000962215979494575	0.01846767945878921	0.8971076312851403	0.07745221901209434	0.974559850198157	0.2426777463010017	0.27314561779828783	49444.0	0.0	333.04063900525364	1220.0	11042.17050409317	1548.1045768260956	423.9765257626594	8956.553167104721	537.5127601623535	691.3370994348438	1281.0	6563600.0
6588000	1.5	5400.0	561558.7052025633	-259.58894454020617	38.11480299508379	1220.0	0.05992630025053969	15.687163996762742	-0.003369077551085749	0.0033353862595407557	-2.0189903725590103e-06	0.012420515307507663	0.9363601397960741	0.0780867546440122	1.0144468932709794	0.25360970532006405	0.28075719719871556	49632.0	0.0	333.04063900525364	1220.0	11077.751873970032	1552.8874037265778	424.2419626941589	8985.594224214554	539.2702460289001	691.6633848787574	1280.0	6588000.0
6612400	1.5	5420.0	562305.879968585	-262.02258346263073	37.35873830108596	1220.0	0.060069678733534033	15.647333914268927	0.0009227555487899381	-0.0007873249269323425	8.135274133529302e-06	0.0024311235799959435	0.9133789425200602	0.07555852503456328	0.9889374714582528	0.24724250310596008	0.2701950423577998	49820.0	0.0	333.04063900525364	1220.0	11115.609886169434	1558.898598909378	424.17127096182554	9015.77454996109	540.9367372989655	691.9116630440553	1279.0	6612400.0
6636800	1.5	5440.0	563078.5102292075	-253.7041085117616	38.63151303112154	1220.0	0.05932318458608011	15.856815880289828	-0.0015772421314242358	0.00031301663984003344	-7.499788379106025e-05	0.0021377235273750106	0.8383583936919562	0.0835809970195306	0.9219393888686563	0.23040984895952196	0.2575099146429529	50008.0	0.0	333.04063900525364	1220.0	11157.892927885056	1563.771060705185	424.4099514801818	9051.456650972366	542.6652162075043	691.756899889249	1278.0	6636800.0
6661200	1.5	5460.0	563830.3297137144	-257.68834679549815	37.590974225349235	1220.0	0.05989617493735704	15.695556954110327	-0.0011595930827365435	0.0019621069721402003	4.806751170543487e-05	0.0024418695416472415	0.8527169478066426	0.06951142433396681	0.9222283696240569	0.23060516014378138	0.26389648242199676	50196.0	0.0	333.04063900525364	1220.0	11197.499339103699	1573.5051867961884	423.33511550494853	9079.626633882523	544.3675184249878	692.1450589621221	1277.0	6661200.0
6685600	1.5	5480.0	564584.1869804196	-259.48075615233523	37.69286333525902	1220.0	0.05977666212795265	15.728936752264424	0.0017629006479376386	0.0036656746406538805	0.00032450211653516184	0.006668318376041691	0.8437284313617871	0.07366880090867585	0.9173972311806173	0.22967380982764224	0.2723996338058028	50384.0	0.0	333.04063900525364	1220.0	11233.828916311264	1578.6239457130432	423.508082349543	9109.083451986313	546.121518611908	692.4348079982575	1276.0	6685600.0
6710000	1.5	5500.0	565332.5432428053	-259.5683880231861	37.41781311928828	1220.0	0.059798046793993254	15.722954237034553	0.0005676891714175964	0.0029872146678439513	0.00021257630699975043	0.002922910537656566	0.8834521745113616	0.07500669901120532	0.9584588747709355	0.23982729517081944	0.27783285588660134	50572.0	0.0	333.04063900525364	1220.0	11273.21840929985	1584.8966715335846	423.37144878392866	9140.580598115921	547.7411396503448	692.5864129639293	1275.0	6710000.0
6734400	1.5	5520.0	566100.5718874544	-259.8046020194418	38.401432232453175	1220.0	0.0592103197102878	15.888947820125516	-0.009736510668014313	0.0050790318816731775	-0.0002757708052087298	0.009344075915423482	0.9281199314492815	0.07527639498894516	1.0033963246548427	0.25057330965361724	0.29488434151132076	50760.0	0.0	333.04063900525364	1220.0	11314.562584161758	1589.7249825000763	423.6204421603267	9175.315942049026	549.5216596126556	692.4948545001197	1274.0	6734400.0
6758800	1.5	5540.0	566827.9303242842	-266.01267065259697	36.367921841493	1220.0	0.059857499584528795	15.706344350181764	0.0005702241237196041	-0.0005180869309968215	3.1208025199015236e-06	0.0002134647082981402	0.9391480842803384	0.0728079436267627	1.011956029115839	0.2529921286759226	0.29997525110523754	50948.0	0.0	333.04063900525364	1220.0	11348.858449220657	1594.3907945156097	423.91112788965796	9203.30204296112	551.165611743927	692.8927584008038	1273.0	6758800.0
6783200	1.5	5560.0	567569.7785657858	-264.18276077069874	37.092412075079	1220.0	0.059407773090026	15.832814091257202	-0.0018466123481320742	0.0010618315746032355	-4.662207691142494e-05	0.0023484944249503306	0.940631706346857	0.08453280266691397	1.0251645109754932	0.2562445062906185	0.29932411078442916	51136.0	0.0	333.04063900525364	1220.0	11395.81501197815	1599.1539325714111	424.17430003706613	9243.805624961853	552.8554544448853	692.3991699844304	1272.0	6783200.0
6807600	1.5	5580.0	568314.5569163281	-264.6624772489786	37.23891752711417	1220.0	0.05952306426504446	15.800210344467436	-0.0014400861549260532	0.001235562722692346	-1.2173860764553686e-05	0.0006449152175225616	0.9481087710629118	0.08315833628256905	1.0312671103376019	0.25780460349422835	0.3060538779864921	51324.0	0.0	333.04063900525364	1220.0	11432.569588899612	1603.7001605033875	424.4933166224261	9274.32146692276	554.547961473465	692.6127210859485	1271.0	6807600.0
6832000	1.5	5600.0	569023.0196981847	-266.19448568117593	35.42313909282405	1220.0	0.05983820068719331	15.711732447095823	-0.0011556426139345316	0.00045013386431704986	-4.2216370858207374e-05	0.0024013972760393632	1.016554849896025	0.07578968896748536	1.092344539279635	0.27304391887910806	0.31044595688581456	51512.0	0.0	333.04063900525364	1220.0	11480.462271213531	1608.6766166687012	424.6969172802377	9315.500123977661	556.2855305671692	692.0733734584932	1270.0	6832000.0
6856400	1.5	5620.0	569756.2063354745	-267.2251653487864	36.65933186448832	1220.0	0.05912003017360188	15.91474102877771	-0.0010264580812369606	0.0011587082538406979	7.818634158003733e-06	0.0006170895551591419	0.9326251596212389	0.07223490855478228	1.0048600676211903	0.25122283510071175	0.31416303537627477	51700.0	0.0	333.04063900525364	1220.0	11515.760559082031	1613.7438235282898	424.87536745511227	9343.985195875168	558.0315396785736	692.4246022915428	1269.0	6856400.0
6880800	1.5	5640.0	570497.1747368404	-268.31106725432693	37.04842006829625	1220.0	0.059286454817831284	15.867259192216618	-0.0016185107747429704	0.0008450372564224613	-4.585650284107386e-05	0.004019512490869718	0.9582951553958531	0.07378795885659278	1.0320831159961976	0.25797492352888957	0.3166253267133491	51888.0	0.0	333.04063900525364	1220.0	11553.668600082397	1618.7581956386566	425.06657378097685	9375.289011716843	559.6213927268982	692.5880274594442	1268.0	6880800.0
6905200	1.5	5660.0	571226.6113522658	-264.8760136150601	36.471830771266895	1220.0	0.05946361386199829	15.817006822369992	-0.003040928292184036	0.005471241759647803	0.00014451522053971877	0.014374616680180096	0.9317738794265912	0.07264827873478545	1.0044221564176243	0.2512500546080002	0.3214423459895114	52076.0	0.0	333.04063900525364	1220.0	11598.2763941288	1627.2274777889252	424.35369942147105	9409.481214523315	561.5677018165588	692.5249347322156	1267.0	6905200.0
6929600	1.5	5680.0	571963.3764303164	-269.6620878531395	36.838253902525935	1220.0	0.05920789515935143	15.889639419010113	-0.0025680304995361483	0.0015274555084265852	-6.161025571971762e-05	0.010343199316536057	1.0106475701991549	0.0714494697749615	1.0820970430653147	0.2704626515190652	0.318941259637792	52264.0	0.0	333.04063900525364	1220.0	11676.945407867432	1632.1498908996582	424.5688486478611	9481.36993265152	563.4255843162537	689.8696930459607	1266.0	6929600.0
6954000	1.5	5700.0	572715.8097531478	-263.2981211204033	37.62166614157286	1220.0	0.05886310697458722	15.988569774812033	0.00021876813038846765	0.0029176722096150485	0.00018462062060492623	0.004266270867795333	0.8848100364842313	0.07483451016881364	0.9596445462171067	0.24009575742356315	0.3082266502240871	52452.0	0.0	333.04063900525364	1220.0	11713.221553087234	1637.1489570140839	424.7628152714376	9510.881551742554	565.1910443305969	690.1498509161312	1265.0	6954000.0
6978400	1.5	5720.0	573446.5274313897	-271.7272845638112	36.53588391209283	1220.0	0.05926467690628431	15.873457381389386	-0.009279269972776479	0.00356730908753618	-0.0003385175370907729	0.017713679826788682	0.9204237752772392	0.0696426954199659	0.9900664693497598	0.2471781000494957	0.31087210108625124	52546.0	0.0	333.04063900525364	1220.0	11747.179182052612	1641.8878972530365	425.0229270631219	9539.193478345871	566.0978064537048	690.5689112096096	1264.0	6978400.0
7002800	1.5	5740.0	574173.7173087425	-265.8750649241128	36.35949386763835	1220.0	0.05923445055118441	15.882067626100481	-0.031063436570161203	0.023605702088234273	-0.0004417548093106275	0.29296979973924914	0.948040654050543	0.07503815153811842	1.023078810661397	0.25532794696219424	0.3147920636420554	52593.0	-93.21205400572637	189.78985124313505	1220.0	11781.055031061172	1647.0851192474365	425.1632121598927	9567.285103321075	566.6848084926605	691.0223792786718	1263.0	7002800.0
7027200	1.5	5760.0	575131.8375378989	-301.68025272329334	47.906011457822046	1220.0	0.05365598963397012	17.63724827035695	0.0805659821613672	0.00861292689087543	0.004784982575178094	0.1137534494640583	1.1289156307565404	0.093600332736969	1.2225159660298772	0.31041397534786397	0.31241749702615945	52640.0	-21.480811842242865	320.8892650829305	1220.0	11814.132427930832	1651.5239822864532	425.4979083180608	9595.434412240982	567.1740334033966	691.4760159840466	1262.0	7027200.0
7051600	1.5	5780.0	575904.834329278	-274.4784940404867	38.649839568951066	1220.0	0.058691084911470494	16.038362836679504	-0.04010297356054503	0.03460338507640236	-0.00032277678998040313	0.17239506019556775	1.016357589275279	0.08236395900553845	1.0987215498660474	0.27435761119457003	0.3051151208421018	52687.0	-36.092530134970474	309.8505838977471	1220.0	11849.509818077087	1657.5230634212494	425.42997775518006	9624.155002117157	567.831752538681	691.8768803127352	1261.0	7051600.0
7076000	1.5	5800.0	576615.8225133056	-277.9834805575207	35.549409201379056	1220.0	0.0591703161129709	15.900366022901594	0.022377446147692485	0.011741776579119106	0.0020188452077980097	0.10105220770631776	1.0221720559799925	0.07147348422477855	1.0936455434941232	0.2754302308597462	0.3000341729914887	52781.0	0.0	333.04063900525364	1220.0	11878.52422118187	1661.6751425266266	425.8353404288597	9648.190957069397	568.658121585846	692.5814353843185	1260.0	7076000.0
7100400	1.5	5820.0	577334.699787465	-265.31347274820104	35.94386370797427	1220.0	0.058904068144620556	15.976756130744862	-0.006939675099156955	0.00395484431213303	-0.00017581867336537214	0.019088872555430302	0.9194316746706659	0.07475704206351907	0.9941887132664945	0.24837135999126642	0.30125141682777	52969.0	0.0	333.04063900525364	1220.0	11907.843036174774	1665.7139873504639	426.26765782846763	9671.982296943665	570.1467518806458	693.2542995848165	1259.0	7100400.0
7124800	1.5	5840.0	578056.0845236464	-271.62295269269663	36.06923680906709	1220.0	0.05891571079164683	15.973401263653797	0.018745569789663276	0.0390253128246107	0.0034036127736946685	0.08084172271984687	1.037905699395119	0.07432182370982274	1.1122275185077752	0.28146049285188635	0.3108002980972859	53016.0	-20.880478257399865	334.0000661826931	1220.0	11940.08551812172	1669.8681893348694	426.6684068541902	9699.589369773865	570.6279590129852	693.7341023962151	1258.0	7124800.0
7149200	1.5	5860.0	578795.806901389	-265.6333345567417	36.986118887132406	1220.0	0.05842439004671114	16.11613932469788	-0.05536121911706127	0.00862375278015958	-0.0027306079650672626	0.04387569691530092	0.9688856379782901	0.07476609196276109	1.0436517304562507	0.2581823258957965	0.3117444261591485	53110.0	-327.04735174417374	84.96867905633059	1220.0	11969.089479207993	1673.8896522521973	427.1010332360226	9723.76963686943	571.4301900863647	694.4207125811524	1257.0	7149200.0
7173600	1.5	5880.0	578927.8031239375	-397.03497943315085	6.59981112742192	1220.0	0.06448415473275143	14.507685634469533	0.09361285415101551	0.13439919786686277	0.014703165067703219	0.5022065225602226	9.829662647653132	0.10789848206208108	9.937561167047381	2.499093443789381	0.3158709647807669	53157.0	-528.9397205920925	30.38258767347782	1220.0	11997.876528024673	1677.8919315338135	427.5364739040367	9748.095208883286	571.8893876075745	695.1173165935988	1256.0	7173600.0
7198000	1.5	5900.0	580851.8709079344	-560.4242351880805	96.2033891998469	1220.0	0.03448802215892614	27.995574039933203	-2.1383841538682895	0.08865273875640113	-0.07069118495173694	1.5545635215635905	26.05836243325092	0.678249413662768	26.736611832963654	6.613461798809945	0.3098125781150574	53204.0	-726.7685270110486	96.59474026669355	1220.0	12025.847879171371	1681.7853968143463	427.9975324815235	9771.72761106491	572.3348712921143	695.85813236115	1255.0	7198000.0
7222400	1.5	5920.0	584658.4287800681	-799.6156543184487	190.32789360668448	1220.0	0.02919852458269293	33.24830584051969	-4.327601586250548	0.07446790479638792	-0.12418523332083586	1.3604998350777522	73.40527465495654	0.847165548420967	74.25243986413837	18.438924809719655	0.304290328888183	53251.0	-263.35049459014607	168.6144408331515	1220.0	12054.023205041885	1685.729734659195	428.44353110139315	9795.49553990364	572.7979304790497	696.5852211485892	1254.0	7222400.0
